year,dist_id,dno_key,dno_name,dno_code,filename,sheet,row_index,tariff_code,rates_found,values_found,raw_text,voltage,customer_type,time_band,tariff_color
2014,11,NGED-EM,National Grid Electricity Distribution – East Midlands,EMID,EMEB-Schedule-of-charges-and-other-tables-Apr-2014-Version-10-7-%c2%a35-removed.xlsx,Annex 1 LV and HV charges,12,,"['1', '2', '3']","['15', '42', '3701', '14', '41', '1', '2', '3']","DNOs paste value cells A15:I42 from CDCM 3701 into cells A14:J41 Open LLFCs PCs Unit rate 1
p/kWh
(red/black) Unit rate 2
p/kWh
(amber/yellow) Unit rate 3
p/kWh
(green) Fixed charge p/MPAN/day Capacit",,,Day,Green
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 1 LV and HV charges,23,LV HH,[],"['9', '19', '0', '4.799', '0.189', '0', '9.69', '4.38', '6.75', '0.387']","LV HH Metered 9, 19 0 4.799 0.189 0 9.69 4.38 6.75 0.387",LV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 1 LV and HV charges,24,LV Sub,[],"['79', '756', '0', '3.098', '0', '0', '8.08', '7.79', '8.85', '0.234']","LV Sub HH Metered 79, 756 0 3.098 0 0 8.08 7.79 8.85 0.234",LV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 1 LV and HV charges,25,HV HH,[],"['89', '359', '0', '2.403', '0', '0', '75', '7.79', '8.75', '0.201']","HV HH Metered 89, 359 0 2.403 0 0 75 7.79 8.75 0.201",HV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 1 LV and HV charges,30,LV UMS,[],"['350', '0', '31.396', '2.057', '0.148']",LV UMS (Pseudo HH Metered) 350 0 31.396 2.057 0.148,LV,Unmetered,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,21,LV HH,[],"['181', '0', '3.52', '0.139', '0', '7.11', '3.21', '4.95', '0.284']",LDNO LV: LV HH Metered 181 0 3.52 0.139 0 7.11 3.21 4.95 0.284,LV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,26,LV UMS,[],"['211', '0', '23.029', '1.509', '0.109']",LDNO LV: LV UMS (Pseudo HH Metered) 211 0 23.029 1.509 0.109,LV,Unmetered,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,39,LV HH,[],"['182', '0', '2.668', '0.105', '0', '5.39', '2.44', '3.75', '0.215']",LDNO HV: LV HH Metered 182 0 2.668 0.105 0 5.39 2.44 3.75 0.215,LV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,40,LV Sub,[],"['172', '0', '2.397', '0', '0', '6.25', '6.03', '6.85', '0.181']",LDNO HV: LV Sub HH Metered 172 0 2.397 0 0 6.25 6.03 6.85 0.181,LV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,41,HV HH,[],"['192', '0', '2.067', '0', '0', '64.53', '6.7', '7.53', '0.173']",LDNO HV: HV HH Metered 192 0 2.067 0 0 64.53 6.7 7.53 0.173,HV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,46,LV UMS,[],"['212', '0', '17.458', '1.144', '0.082']",LDNO HV: LV UMS (Pseudo HH Metered) 212 0 17.458 1.144 0.082,LV,Unmetered,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,66,HVplus,[],"['183', '0', '2.397', '0.094', '0', '4.84', '2.19', '3.37', '0.193']",LDNO HVplus: LV HH Metered 183 0 2.397 0.094 0 4.84 2.19 3.37 0.193,LV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,67,HVplus,[],"['173', '0', '2.131', '0', '0', '5.56', '5.36', '6.09', '0.161']",LDNO HVplus: LV Sub HH Metered 173 0 2.131 0 0 5.56 5.36 6.09 0.161,LV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,68,HVplus,[],"['193', '0', '1.833', '0', '0', '57.2', '5.94', '6.67', '0.153']",LDNO HVplus: HV HH Metered 193 0 1.833 0 0 57.2 5.94 6.67 0.153,HV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,73,HVplus,[],"['213', '0', '15.683', '1.028', '0.074']",LDNO HVplus: LV UMS (Pseudo HH Metered) 213 0 15.683 1.028 0.074,LV,Unmetered,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,93,LV HH,[],"['184', '0', '1.845', '0.073', '0', '3.73', '1.68', '2.6', '0.149']",LDNO EHV: LV HH Metered 184 0 1.845 0.073 0 3.73 1.68 2.6 0.149,LV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,94,LV Sub,[],"['174', '0', '1.64', '0', '0', '4.28', '4.12', '4.69', '0.124']",LDNO EHV: LV Sub HH Metered 174 0 1.64 0 0 4.28 4.12 4.69 0.124,LV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,95,HV HH,[],"['194', '0', '1.411', '0', '0', '44.03', '4.57', '5.14', '0.118']",LDNO EHV: HV HH Metered 194 0 1.411 0 0 44.03 4.57 5.14 0.118,HV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,100,LV UMS,[],"['214', '0', '12.072', '0.791', '0.057']",LDNO EHV: LV UMS (Pseudo HH Metered) 214 0 12.072 0.791 0.057,LV,Unmetered,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,120,LV HH,[],"['132', '185', '0', '1.153', '0.045', '0', '2.33', '1.05', '1.62', '0.093']",LDNO 132kV/EHV: LV HH Metered 185 0 1.153 0.045 0 2.33 1.05 1.62 0.093,LV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,121,LV Sub,[],"['132', '175', '0', '1.025', '0', '0', '2.67', '2.58', '2.93', '0.077']",LDNO 132kV/EHV: LV Sub HH Metered 175 0 1.025 0 0 2.67 2.58 2.93 0.077,LV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,122,HV HH,[],"['132', '195', '0', '0.882', '0', '0', '27.51', '2.86', '3.21', '0.074']",LDNO 132kV/EHV: HV HH Metered 195 0 0.882 0 0 27.51 2.86 3.21 0.074,HV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,127,LV UMS,[],"['132', '215', '0', '7.544', '0.494', '0.036']",LDNO 132kV/EHV: LV UMS (Pseudo HH Metered) 215 0 7.544 0.494 0.036,LV,Unmetered,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,147,LV HH,[],"['132', '186', '0', '0.819', '0.032', '0', '1.65', '0.75', '1.15', '0.066']",LDNO 132kV: LV HH Metered 186 0 0.819 0.032 0 1.65 0.75 1.15 0.066,LV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,148,LV Sub,[],"['132', '176', '0', '0.728', '0', '0', '1.9', '1.83', '2.08', '0.055']",LDNO 132kV: LV Sub HH Metered 176 0 0.728 0 0 1.9 1.83 2.08 0.055,LV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,149,HV HH,[],"['132', '196', '0', '0.626', '0', '0', '19.53', '2.03', '2.28', '0.052']",LDNO 132kV: HV HH Metered 196 0 0.626 0 0 19.53 2.03 2.28 0.052,HV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,154,LV UMS,[],"['132', '216', '0', '5.355', '0.351', '0.025']",LDNO 132kV: LV UMS (Pseudo HH Metered) 216 0 5.355 0.351 0.025,LV,Unmetered,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,174,LV HH,[],"['0000', '187', '0', '0.351', '0.014', '0', '0.71', '0.32', '0.49', '0.028']",LDNO 0000: LV HH Metered 187 0 0.351 0.014 0 0.71 0.32 0.49 0.028,LV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,175,LV Sub,[],"['0000', '177', '0', '0.312', '0', '0', '0.81', '0.79', '0.89', '0.024']",LDNO 0000: LV Sub HH Metered 177 0 0.312 0 0 0.81 0.79 0.89 0.024,LV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,176,HV HH,[],"['0000', '197', '0', '0.269', '0', '0', '8.38', '0.87', '0.98', '0.022']",LDNO 0000: HV HH Metered 197 0 0.269 0 0 8.38 0.87 0.98 0.022,HV,,,Red
2020,12,UKPN-LPN,UK Power Networks (London),LPN,london-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,Annex 4 LDNO charges,181,LV UMS,[],"['0000', '217', '0', '2.299', '0.151', '0.011']",LDNO 0000: LV UMS (Pseudo HH Metered) 217 0 2.299 0.151 0.011,LV,Unmetered,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,CDCM_v3_SPM_2020_21.xlsx,Initial unit rates,260,LV network,[],[],"Discounted volumes, assuming LV network tariff forecast have same unit split by timeband as equivalent NHH metered tariff forecast",LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,CDCM_v3_SPM_2020_21.xlsx,Tariff summary,26,LV HH,[],"['10.028', '2.449', '1.581', '15.87', '2.32', '4.27', '0.339']",LV HH Metered All the way 10.028 2.449 1.581 15.87 2.32 4.27 0.339,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,CDCM_v3_SPM_2020_21.xlsx,Tariff summary,27,LV Sub,[],"['7.761', '2.032', '1.541', '5.6', '4.81', '6.78', '0.217']",LV Sub HH Metered All the way 7.761 2.032 1.541 5.6 4.81 6.78 0.217,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,CDCM_v3_SPM_2020_21.xlsx,Tariff summary,28,HV HH,[],"['6.359', '1.825', '1.511', '84.81', '3.74', '6.31', '0.152']",HV HH Metered All the way 6.359 1.825 1.511 84.81 3.74 6.31 0.152,HV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,CDCM_v3_SPM_2020_21.xlsx,Tariff summary,33,LV UMS,[],"['17.163', '2.917', '1.841', '0', '0', '0', '0']",LV UMS (Pseudo HH Metered) All the way 17.163 2.917 1.841 0 0 0 0,LV,Unmetered,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,CDCM_v3_SPM_2020_21.xlsx,Tariff summary,61,LV HH,[],"['6.224', '1.52', '0.981', '9.85', '1.44', '2.65', '0.21']",LV HH Metered LDNO LV 6.224 1.52 0.981 9.85 1.44 2.65 0.21,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,CDCM_v3_SPM_2020_21.xlsx,Tariff summary,62,LV Sub,[],[],LV Sub HH Metered LDNO LV,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,CDCM_v3_SPM_2020_21.xlsx,Tariff summary,63,HV HH,[],[],HV HH Metered LDNO LV,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,CDCM_v3_SPM_2020_21.xlsx,Tariff summary,68,LV UMS,[],"['10.652', '1.81', '1.143', '0', '0', '0', '0']",LV UMS (Pseudo HH Metered) LDNO LV 10.652 1.81 1.143 0 0 0 0,LV,Unmetered,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,CDCM_v3_SPM_2020_21.xlsx,Tariff summary,96,LV HH,[],"['4.163', '1.017', '0.656', '6.59', '0.96', '1.77', '0.141']",LV HH Metered LDNO HV 4.163 1.017 0.656 6.59 0.96 1.77 0.141,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,CDCM_v3_SPM_2020_21.xlsx,Tariff summary,97,LV Sub,[],"['5.203', '1.362', '1.033', '3.75', '3.22', '4.55', '0.145']",LV Sub HH Metered LDNO HV 5.203 1.362 1.033 3.75 3.22 4.55 0.145,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,CDCM_v3_SPM_2020_21.xlsx,Tariff summary,98,HV HH,[],"['4.815', '1.382', '1.144', '64.22', '2.83', '4.78', '0.115']",HV HH Metered LDNO HV 4.815 1.382 1.144 64.22 2.83 4.78 0.115,HV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,CDCM_v3_SPM_2020_21.xlsx,Tariff summary,103,LV UMS,[],"['7.126', '1.211', '0.764', '0', '0', '0', '0']",LV UMS (Pseudo HH Metered) LDNO HV 7.126 1.211 0.764 0 0 0 0,LV,Unmetered,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 1 LV and HV charges,20,LV HH,[],"['511', '591', '0', '10.028', '2.449', '1.581', '15.87', '2.32', '4.27', '0.339', '501']","LV HH Metered 511, 591 0 10.028 2.449 1.581 15.87 2.32 4.27 0.339 501",LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 1 LV and HV charges,21,LV Sub,[],"['513', '592', '0', '7.761', '2.032', '1.541', '5.6', '4.81', '6.78', '0.217', '503']","LV Sub HH Metered 513, 592 0 7.761 2.032 1.541 5.6 4.81 6.78 0.217 503",LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 1 LV and HV charges,22,HV HH,[],"['515', '593', '0', '6.359', '1.825', '1.511', '84.81', '3.74', '6.31', '0.152', '505']","HV HH Metered 515, 593 0 6.359 1.825 1.511 84.81 3.74 6.31 0.152 505",HV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 1 LV and HV charges,27,LV UMS,[],"['910', '0', '17.163', '2.917', '1.841']",LV UMS (Pseudo HH Metered) 910 0 17.163 2.917 1.841,LV,Unmetered,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 3 Preserved charges,19,LV HH,[],"['501', '0', '10.028', '2.449', '1.581', '15.87', '2.32', '4.27', '0.339']",LV HH Metered 501 0 10.028 2.449 1.581 15.87 2.32 4.27 0.339,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 3 Preserved charges,20,LV Sub,[],"['503', '0', '7.761', '2.032', '1.541', '5.6', '4.81', '6.78', '0.217']",LV Sub HH Metered 503 0 7.761 2.032 1.541 5.6 4.81 6.78 0.217,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 3 Preserved charges,21,HV HH,[],"['505', '0', '6.359', '1.825', '1.511', '84.81', '3.74', '6.31', '0.152']",HV HH Metered 505 0 6.359 1.825 1.511 84.81 3.74 6.31 0.152,HV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,21,LV HH,[],"['6.224', '1.52', '0.981', '9.85', '1.44', '2.65', '0.21']",LDNO LV: LV HH Metered 6.224 1.52 0.981 9.85 1.44 2.65 0.21,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,26,LV UMS,[],"['10.652', '1.81', '1.143']",LDNO LV: LV UMS (Pseudo HH Metered) 10.652 1.81 1.143,LV,Unmetered,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,39,LV HH,[],"['4.337', '1.059', '0.683', '6.86', '1', '1.85', '0.146']",LDNO HV: LV HH Metered 4.337 1.059 0.683 6.86 1 1.85 0.146,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,40,LV Sub,[],"['5.42', '1.419', '1.076', '3.91', '3.36', '4.74', '0.152']",LDNO HV: LV Sub HH Metered 5.42 1.419 1.076 3.91 3.36 4.74 0.152,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,41,HV HH,[],"['5.016', '1.44', '1.191', '66.89', '2.95', '4.98', '0.119']",LDNO HV: HV HH Metered 5.016 1.44 1.191 66.89 2.95 4.98 0.119,HV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,46,LV UMS,[],"['7.422', '1.261', '0.796']",LDNO HV: LV UMS (Pseudo HH Metered) 7.422 1.261 0.796,LV,Unmetered,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,66,HVplus,[],"['0', '3.112', '0.76', '0.491', '4.92', '0.72', '1.33', '0.105']",LDNO HVplus: LV HH Metered 0 3.112 0.76 0.491 4.92 0.72 1.33 0.105,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,67,HVplus,[],"['0', '3.771', '0.987', '0.749', '2.72', '2.34', '3.29', '0.105']",LDNO HVplus: LV Sub HH Metered 0 3.771 0.987 0.749 2.72 2.34 3.29 0.105,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,68,HVplus,[],"['0', '3.457', '0.992', '0.821', '46.1', '2.03', '3.43', '0.083']",LDNO HVplus: HV HH Metered 0 3.457 0.992 0.821 46.1 2.03 3.43 0.083,HV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,73,HVplus,[],"['0', '5.326', '0.905', '0.571']",LDNO HVplus: LV UMS (Pseudo HH Metered) 0 5.326 0.905 0.571,LV,Unmetered,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,93,LV HH,[],"['0', '2.221', '0.542', '0.35', '3.51', '0.51', '0.95', '0.075']",LDNO EHV: LV HH Metered 0 2.221 0.542 0.35 3.51 0.51 0.95 0.075,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,94,LV Sub,[],"['0', '2.692', '0.705', '0.534', '1.94', '1.67', '2.35', '0.075']",LDNO EHV: LV Sub HH Metered 0 2.692 0.705 0.534 1.94 1.67 2.35 0.075,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,95,HV HH,[],"['0', '2.467', '0.708', '0.586', '32.9', '1.45', '2.45', '0.059']",LDNO EHV: HV HH Metered 0 2.467 0.708 0.586 32.9 1.45 2.45 0.059,HV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,100,LV UMS,[],"['0', '3.801', '0.646', '0.408']",LDNO EHV: LV UMS (Pseudo HH Metered) 0 3.801 0.646 0.408,LV,Unmetered,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,120,LV HH,[],"['132', '0', '1.655', '0.404', '0.261', '2.62', '0.38', '0.7', '0.056']",LDNO 132kV/EHV: LV HH Metered 0 1.655 0.404 0.261 2.62 0.38 0.7 0.056,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,121,LV Sub,[],"['132', '0', '2.006', '0.525', '0.398', '1.45', '1.24', '1.75', '0.056']",LDNO 132kV/EHV: LV Sub HH Metered 0 2.006 0.525 0.398 1.45 1.24 1.75 0.056,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,122,HV HH,[],"['132', '0', '1.839', '0.528', '0.437', '24.52', '1.08', '1.82', '0.044']",LDNO 132kV/EHV: HV HH Metered 0 1.839 0.528 0.437 24.52 1.08 1.82 0.044,HV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,127,LV UMS,[],"['132', '0', '2.833', '0.481', '0.304']",LDNO 132kV/EHV: LV UMS (Pseudo HH Metered) 0 2.833 0.481 0.304,LV,Unmetered,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,147,LV HH,[],"['132', '0', '0.72', '0.176', '0.114', '1.14', '0.17', '0.31', '0.024']",LDNO 132kV: LV HH Metered 0 0.72 0.176 0.114 1.14 0.17 0.31 0.024,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,148,LV Sub,[],"['132', '0', '0.873', '0.229', '0.173', '0.63', '0.54', '0.76', '0.024']",LDNO 132kV: LV Sub HH Metered 0 0.873 0.229 0.173 0.63 0.54 0.76 0.024,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,149,HV HH,[],"['132', '0', '0.8', '0.23', '0.19', '10.67', '0.47', '0.79', '0.019']",LDNO 132kV: HV HH Metered 0 0.8 0.23 0.19 10.67 0.47 0.79 0.019,HV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,154,LV UMS,[],"['132', '0', '1.233', '0.21', '0.132']",LDNO 132kV: LV UMS (Pseudo HH Metered) 0 1.233 0.21 0.132,LV,Unmetered,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,174,LV HH,[],"['0000', '0', '0', '0', '0', '0', '0', '0', '0']",LDNO 0000: LV HH Metered 0 0 0 0 0 0 0 0,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,175,LV Sub,[],"['0000', '0', '0', '0', '0', '0', '0', '0', '0']",LDNO 0000: LV Sub HH Metered 0 0 0 0 0 0 0 0,LV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,176,HV HH,[],"['0000', '0', '0', '0', '0', '0', '0', '0', '0']",LDNO 0000: HV HH Metered 0 0 0 0 0 0 0 0,HV,,,Red
2020,13,SP-Manweb,SP Energy Networks (SPM),SPM,SPM - Schedule of charges and other tables - 2020_21 V.0.1- IDNO HV Tariffs v3.xlsx,Annex 4 LDNO charges,181,LV UMS,[],"['0000', '0', '0', '0', '0']",LDNO 0000: LV UMS (Pseudo HH Metered) 0 0 0 0,LV,Unmetered,,Red
2020,14,NGED-WM,National Grid Electricity Distribution – West Midlands,WMID,MIDE-Schedule of charges and other tables-2020 v2.xlsx,Annex 1 LV and HV charges,23,LV HH,[],"['127', '129', '5.771', '1.433', '0.978', '11.3', '4.09', '7.69', '0.199', '121', '124', '132']","LV HH Metered 127, 129 5.771 1.433 0.978 11.3 4.09 7.69 0.199 121, 124, 132",LV,,,Red
