id;licencearea;gridsupplypoint;fromsubstation_sitefunctionallocation;fromsubstation;fromnode;tonode;tosubstation;linename;operating_voltage;positive_sequence_impedance_r_percent;positive_sequence_impedance_x_percent;susceptance_b_percent;rating_amps_summer;rating_amps_winter;circuit_length
3879;Eastern Power Networks (EPN);Rye House;;DNO-UKPN;RYEG3A;MUHP3B;DNO-UKPN;RYEG_MUCHT_1_(2);33;1.7;8.15;0.01;659;817;2.413
17;London Power Networks (LPN);Barking 132kV;LPN-S000000003618;Barking Grid 66kV;BARG62;BARG6A;Barking Grid 66kV;lne_BARK_EHAM_3(1);66;0.0;0.1;0.0;;262;1.000
20;London Power Networks (LPN);Barking 132kV;LPN-S000000003618;Barking Grid 66kV;BARG6B;EHAM60;East Ham Tee Pt. 66kV;lne_EHAM_TP2;66;0.33;0.72;0.16;;157;4.790
36;London Power Networks (LPN);Barking West 33kV;;Barking West 33kV;BARW31;DAGD31;LPN 0008;lne_BARW_DAGD_1;33;0.0;0.0;0.0;;1000;1.000
45;London Power Networks (LPN);Barking West 33kV;;LPN 0007;BECS31;BARW31;Barking West 33kV;lne_BARW_BECS_4;132;0.72;2.55;0.11;678;765;2.000
61;London Power Networks (LPN);Beddington;LPN-S000000003886;Sydenham Park 33kV;SYDP31;WINL32;Winlaton Rd 33kV;lne_SYDP_WINL_2;33;5.46;4.05;0.98;290;320;1.000
78;London Power Networks (LPN);Brimsdown;;Fairlop Rd 33kV;FAIR3A;FAIR32;Fairlop Rd 33kV;lne_FAIR_T1;33;0.0;0.01;0.0;970;1020;1.000
102;London Power Networks (LPN);City Road;LPN-S000000003910;Bankside F 132kV;BANF11;BAND11;Bankside D 132kV;L_BANF_BANDGT1B;132;0.01;0.1;0.0;;437;1.000
110;London Power Networks (LPN);City Road;LPN-S000000003910;Bankside F 132kV;BANF11;TOOS1C;Tooley St 132kV;lne_BANF_TOOL_1;132;0.01;0.05;3.16;818;929;1.500
127;London Power Networks (LPN);City Road;;Beech St B 11kV;BEEB51;BEEB5B;Beech St B 11kV;lne_BEEB_GRID1B;11;4.21;7.36;0.03;655;719;1.000
134;London Power Networks (LPN);City Road;LPN-S000000000408;Beech St B 132kV;BEEB12;CITY11;City Road 132kV;lne_CITY_BEEB_3;132;0.4;0.6;0.2;340;340;1.000
164;London Power Networks (LPN);City Road;LPN-S000000003413;City Road 132kV;CITY12;FINE13;Finsbury Mkt E 132kV;lne_CITY_FINM_3;132;0.0;0.01;0.0;490;630;1.000
187;London Power Networks (LPN);City Road;LPN-S000000003433;Finsbury Mkt F 33kV;FINF31;FINF31;Finsbury Mkt F 33kV;lne_FINF_1;33;0.42;0.93;0.12;737;819;1.000
193;London Power Networks (LPN);City Road;;Limeburner Ln 11kV;LIMA53;LIMA5F;Limeburner Ln 11kV;lne_LIMA_GT1A;11;0.02;0.04;0.0;714;786;0.010
228;London Power Networks (LPN);Hackney 132kV;LPN-S000000003436;Hackney Grid 66kV;HACG61;SHOR61;Shoreditch 66kV;lne_HACG_SHOR_1B;66;1.75;1.67;3.14;391;435;6.200
272;London Power Networks (LPN);Hackney 66kV;LPN-S000000000442;Hackney B 66kV;HACB61;HACG62;Hackney Grid 66kV;lne_HACG_HACC_1;66;0.0;0.01;0.0;;;1.000
282;London Power Networks (LPN);Hackney 66kV;LPN-S000000003436;Hackney Grid 66kV;HACG62;HACS61;Hackney Sgrid 66kV;lne_HACS_HACG_INTER1-3;66;0.01;0.01;0.74;600;600;1.000
296;London Power Networks (LPN);Hurst 132kV;;Bromley Grid 33kV;BROG32;CHSB31;LPN 0024;lne_BROG_CHSI_1;33;4.95;3.66;0.87;;1190;1.000
336;London Power Networks (LPN);Islington;LPN-S000000000446;Hatchard Rd 66kV;HATR63;HOLL61;Holloway Grid 66kV;lne_HOLL_HATR_3;66;0.54;0.55;1.52;160;170;2.770
341;London Power Networks (LPN);Islington;LPN-S000000003448;Holloway 132kV;HOLL1D;HOLL12;Holloway 132kV;lne_HOOW_HOLW_T2A;132;0.0;0.01;0.0;400;520;1.000
344;London Power Networks (LPN);Islington;;Georgiana St 11kV;GEST52;GEST5C;Georgiana St 11kV;Lne_GEORG_GT2A;11;0.1;0.33;0.01;716;804;0.100
352;London Power Networks (LPN);Islington;;Islington 132kV;ISLG11;HOLL12;Holloway 132kV;lne_ISLNG_HOOW2;132;0.01;0.02;0.47;636;676;0.370
402;London Power Networks (LPN);Lodge Road;LPN-S000000000252;Lithos Rd A 66kV;LITA61;LODB61;Lodge Rd B 66kV;lne_LODB_LITA1;66;0.94;1.0;3.01;150;170;5.130
404;London Power Networks (LPN);Lodge Road;LPN-S000000000252;Lithos Rd A 66kV;LITA63;LODB61;Lodge Rd B 66kV;lne_LODB_LITA3;66;0.93;1.0;2.99;150;170;5.100
442;London Power Networks (LPN);New Cross 132kV;LPN-S000000003915;Osborn St 132kV;OSBS11;OSBB12;Osborn St B 132kV;lne_OSBS_OSBB_2;132;0.0;0.01;0.08;379;379;0.073
451;London Power Networks (LPN);New Cross 132kV;LPN-S000000000915;Tooley St 132kV;TOOS1B;TOOS12;Tooley St 132kV;lne_TOOL_GRID2;132;0.0;0.0;0.0;;;1.000
467;London Power Networks (LPN);New Cross 66kV;LPN-S000000003912;Chadwick Road 33kV;CHAD31;NORX32;North Cross Rd 33kV;lne_CHAD_NORX_2;33;1.85;1.39;0.32;270;340;1.950
473;London Power Networks (LPN);New Cross 66kV;LPN-S000000003963;New Cross Sgrid 66kV;NEWX61;SBAN61;South Bank 66kV;lne_NEWX_SBAN_1;66;0.0;0.0;0.0;;;1.000
474;London Power Networks (LPN);New Cross 66kV;LPN-S000000003963;New Cross Sgrid 66kV;NEWX61;SBAN62;South Bank 66kV;lne_NEWX_SBAN_2;66;0.0;0.0;0.0;;;1.000
488;London Power Networks (LPN);Redbridge;LPN-S000000003567;Perth Rd B 33kV;PERB31;LEYB32;Ley St B 33kV;lne_PERB_LEYB_1;33;0.0;0.01;0.0;950;1020;1.000
496;London Power Networks (LPN);Redbridge;;Redbridge Supergrid 33kV;REBR32;WDGR33;Woodgrange Park 33kV;lne_REBR_WDGR_1;33;2.6;3.9;1.6;370;480;6.230
532;London Power Networks (LPN);St Johns Wood;LPN-S000000000328;Duke St B 11kV;DUST51;CARC52;Carnaby St C 11kV;lne_CARC_DUST_5;11;10.32;13.71;0.04;523;573;1.710
571;London Power Networks (LPN);St Johns Wood;LPN-S000000000256;Longford St B 132kV;LONG1C;SJWB12;St Johns Wood B 132kV;lne_SJOW_LONG_3;132;0.04;0.28;2.94;420;540;1.000
584;London Power Networks (LPN);St Johns Wood;;LPN 0053;LWAS31;LWBN31;LPN 0054;lne_LWAS_LWBN;33;0.0;0.01;0.0;737;819;0.010
589;London Power Networks (LPN);St Johns Wood;;LPN 0061;PYPT31;WORW31;LPN 0051;lne_WORW_PYPT;33;0.09;0.19;0.03;737;819;0.210
629;London Power Networks (LPN);St Johns Wood;;LPN 0064;FENN31;FENS31;LPN 0059;lne_FENS_FENN;33;0.01;0.03;0.0;737;819;0.030
633;London Power Networks (LPN);West Ham;LPN-S000000000615;Bow 11kV;BOWS5B;BOWS52;Bow 11kV;lne_BOWS_GRID1B;11;3.64;7.19;0.03;714;786;1.000
645;London Power Networks (LPN);West Ham;LPN-S000000003620;Brunswick Wharf B 132kV;BRWB11;OSCL12;Old School Close 132kV;lne_BRWB_OSCL_2;132;0.06;0.17;2.01;691;796;2.200
658;London Power Networks (LPN);West Ham;;LPN 0023;BOWC54;BOWS5D;Bow 11kV;lne_BOWS_GRID2B2;11;6.23;0.0;0.02;;545;1.000
664;London Power Networks (LPN);West Ham;;LPN 0035;STEN12;WHAG11;West Ham Sgrid 132kV;lne_WHSG_STEN_T4D;132;0.01;0.03;0.27;;372;1.000
679;London Power Networks (LPN);West Ham;;Silvertown B 66kV;SILB61;MAYR62;LPN 0037;lne_SILT_MAYR_1;66;0.07;0.07;0.07;;375;0.250
683;London Power Networks (LPN);West Ham;LPN-S000000000684;Silvertown B 66kV;SILB63;WHAS61;West Ham 66kV;lne_WHAS_SILT_3;66;0.93;0.98;2.83;970;1020;5.000
696;London Power Networks (LPN);West Ham;;West Ferry Circus 11kV;WFCS52;WFCS5E;West Ferry Circus 11kV;lne_WFCS_GRID3A;11;0.0;0.01;0.0;2000;2000;1.000
737;London Power Networks (LPN);Willesden 132kV;;Willesden Grid 132kV;WISD12;FULC1C;Fulham Palace Rd C 132kV;lne_WISD_FULC_2;132;1.09;1.72;7.92;;516;12.160
750;London Power Networks (LPN);Willesden Grid 66 kV;LPN-S000000000183;Townmead B 66kV;TOWB61;TOWN61;Townmead Road Tee Point 66kV;lne_TOWM_GRID1;66;0.0;1.0;0.0;240;260;1.000
780;London Power Networks (LPN);Wimbledon 1&2 132kV;LPN-S000000003909;Bengeworth Rd Grid 33kV;BENB3J;MONT32;Montford Place 33kV;lne_BENB_MONB_2;33;3.02;2.85;0.33;260;280;3.050
784;London Power Networks (LPN);Wimbledon 1&2 132kV;LPN-S000000003909;Bengeworth Rd Grid 33kV;BENB31;MONT36;Montford Place 33kV;lne_BENB_MONB_6;33;3.09;2.92;0.34;260;280;3.120
810;London Power Networks (LPN);Wimbledon 3&4 132kV;LPN-S000000001014;Burlington Rd 33kV;BURL33;WIMC32;Wimbledon Grid C 33kV;lne_WIMC_BURL_3;33;6.21;4.6;1.1;840;910;6.560
828;London Power Networks (LPN);Wimbledon 3&4 132kV;LPN-S000000001037;Gorringe Park 33kV;GORR32;WIMC31;Wimbledon Grid C 33kV;lne_WIMC_GORR_2;33;2.56;3.29;0.56;900;990;4.050
833;London Power Networks (LPN);Wimbledon 3&4 132kV;LPN-S000000001040;Lombard Rd B 66kV;LOMB63;WANS61;Wandsworth 66kV;lne_WANS_LOMR_3;66;0.72;0.61;2.31;900;1020;3.280
856;London Power Networks (LPN);Wimbledon 3&4 132kV;LPN-S000000000195;Victoria St 132kV;VISC11;MORT11;Moreton Street 132kV;lne_VISC_MORT_1;132;0.04;0.07;0.0;;850;1.106
900;South Eastern Power Networks (SPN);Beddington;;Beddington 11kV;BEDD5C;BEDD51;Beddington 11kV;X778;11;0.19;0.27;0.0;492;566;0.088
912;South Eastern Power Networks (SPN);Beddington;SPN-S000000009103;Beddington 132kV;BEDD12;CROY11;Croydon Grid 132kV;C7HC;132;0.14;0.32;0.2;610;690;1.496
915;South Eastern Power Networks (SPN);Beddington;SPN-S000000009103;Beddington 132kV;BEDD11;PURL12;Purley 132kV;C7HG;132;0.14;0.41;3.84;607;700;4.943
957;South Eastern Power Networks (SPN);Beddington;SPN-S000000009978;Prologis 11kV;PRLG5A;PRLG51;Prologis 11kV;X121;11;0.3;0.24;0.0;365;397;0.028
983;South Eastern Power Networks (SPN);Beddington;SPN-S000000008348;Sutton B 33kV;SUTB31;SUTT31;Sutton Grid 33kV;G7JW;33;0.16;0.18;0.02;391;435;0.189
1032;South Eastern Power Networks (SPN);Bolney;;Cranleigh 33kV;CRAN31;CAPN31;Capel Switching Stn 33kV;G7LG;33;23.73;44.58;0.05;308;385;13.599
1059;South Eastern Power Networks (SPN);Bolney;;Forest Row 33kV;FROW32;FROW3B;Forest Row 33kV;X756;33;0.02;0.02;0.0;465;536;0.015
1071;South Eastern Power Networks (SPN);Bolney;SPN-S000000008563;Goddards Green Grid 33kV;GODG31;GODG3C;Goddards Green Grid 33kV;X176;33;1.25;1.03;0.09;409;451;1.000
1077;South Eastern Power Networks (SPN);Bolney;SPN-S000000008415;Haywards Heath 33kV;HAYW32;GODG31;Goddards Green Grid 33kV;G7PU;33;5.96;8.11;0.31;308;385;4.579
1099;South Eastern Power Networks (SPN);Bolney;SPN-S000000009929;Leigh Grid 33kV;LEIG31;HSST30;Horley Switching Station;G7QZ;33;8.4;14.05;0.08;345;431;5.233
1124;South Eastern Power Networks (SPN);Bolney;SPN-R000000910506-000-042Z;Priors Byne B Zone 33kV;PBBZ31;ASWP31;SPN 0073;X422;33;0.05;0.04;0.0;465;536;0.040
1125;South Eastern Power Networks (SPN);Bolney;SPN-S000000008460;Pulborough 33kV;PULB3A;PBBZ31;Priors Byne B Zone 33kV;G7PO;33;19.54;31.45;0.4;345;411;12.820
1143;South Eastern Power Networks (SPN);Bolney;SPN-S000000009945;Smallfield 132kV;SMAL11;LEIG12;Leigh Grid 132kV;C759;132;0.69;1.53;0.34;460;570;6.800
1146;South Eastern Power Networks (SPN);Bolney;SPN-S000000008487;Sompting 33kV;SOMP31;WORA31;Worthing Grid A 33kV;G7NF;33;4.55;5.54;0.18;249;311;2.649
1150;South Eastern Power Networks (SPN);Bolney;SPN-S000000008547;South Worthing 33kV;SWOR31;WORB32;Worthing Grid B 33kV;G7NQ;33;2.97;3.02;0.0;396;440;3.202
1162;South Eastern Power Networks (SPN);Bolney;SPN-S000000008542;Southwater 33kV;SWAT32;BOLN31;Bolney Grid 33kV;G7PM;33;16.37;31.99;0.08;345;411;9.854
1207;South Eastern Power Networks (SPN);Bolney;;Worthing Grid B 33kV;WORB30;WORA31;Worthing Grid A 33kV;X163;33;0.02;0.04;0.0;1190;1320;0.099
1241;South Eastern Power Networks (SPN);Canterbury;SPN-S000000008410;Canterbury Town 33kV;CNTT32;CANT31;Canterbury South 33kV;G7X2;33;1.2;1.13;0.13;391;435;1.106
1248;South Eastern Power Networks (SPN);Canterbury;;DNO-UKPN;CGWH1A;CGIS11;Canterbury North 132kV;X641;132;0.06;0.12;3.73;435;550;1.892
1263;South Eastern Power Networks (SPN);Canterbury;SPN-S000000008417;Herne Bay 11kV;HRBT5A;HRBT51;Herne Bay 11kV;X108;11;0.18;0.23;0.0;649;757;0.060
1283;South Eastern Power Networks (SPN);Canterbury;SPN-S000000009932;Maidstone Grid 33kV;MAST31;SHEP32;Shepway 33kV;X662;33;2.6;3.77;0.49;820;903;4.107
1298;South Eastern Power Networks (SPN);Canterbury;;SPN 0018;ALLG31;MAST31;Maidstone Grid 33kV;G7XP;33;2.28;5.66;0.84;737;819;6.352
1325;South Eastern Power Networks (SPN);Chessington;SPN-S000000008398;Epsom 33kV;EPSN32;CHSI31;Chessington Grid 33kV;G7N6;33;5.63;3.84;0.92;346;398;5.007
1329;South Eastern Power Networks (SPN);Chessington;SPN-S000000008400;Ewell 33kV;EWEL31;CHSI31;Chessington Grid 33kV;G7N7;33;7.36;4.86;1.16;346;398;6.329
1332;South Eastern Power Networks (SPN);Chessington;SPN-S000000008412;Hampton 33kV;HAMP31;KITO31;Kingston Grid 33kV;G7PD;33;4.52;4.67;0.0;;440;4.965
1339;South Eastern Power Networks (SPN);Chessington;SPN-S000000008325;Kingston 33kV;KIGO31;KITO31;Kingston Grid 33kV;G7PJ;33;0.03;0.07;0.01;737;819;0.071
1358;South Eastern Power Networks (SPN);Kemsley;SPN-R000000914418-000-012Z;Coldharbour Lane Zone 33kV;CHLZ31;BOBB31;SPN 0079;X436;33;0.62;0.51;0.04;409;451;0.500
1377;South Eastern Power Networks (SPN);Kemsley;SPN-S000000009985;Grovehurst Grid 33kV;GRHG31;GROV31;SPN 0025;J999;33;0.01;0.04;0.0;864;960;0.052
1416;South Eastern Power Networks (SPN);Kemsley;SPN-S000000009946;Sheerness 33kV;SHEN32;SHEE31;Sheerness Grid 33kV;G7RU;33;0.03;0.04;0.0;319;435;0.036
1420;South Eastern Power Networks (SPN);Kemsley;SPN-S000000009944;Sittingbourne 132kV;SITT11;KMSB1B;DNO-UKPN;C76G-1;132;0.02;0.12;2.63;954;1060;0.942
1421;South Eastern Power Networks (SPN);Kemsley;SPN-S000000009944;Sittingbourne 132kV;SITT11;KMSB1A;DNO-UKPN;C76H_1;132;0.01;0.05;0.5;650;770;0.585
1454;South Eastern Power Networks (SPN);Kingsnorth;;Cobham Kent 33kV;CBHM32;CBHM3B;Cobham Kent 33kV;X552;33;0.31;0.19;0.02;428;475;0.180
1459;South Eastern Power Networks (SPN);Kingsnorth;SPN-S000000009525;Kingsnorth Grid 11kV;KINO5A;KINO51;Kingsnorth Grid 11kV;X139;11;0.21;0.36;0.0;655;719;0.050
1474;South Eastern Power Networks (SPN);Kingsnorth;SPN-S000000009948;Strood 132kV;STRO1A;STRD11;Strood 132kV;C77H;132;0.0;13.73;0.15;462;513;1.000
1478;South Eastern Power Networks (SPN);Kingsnorth;SPN-S000000008653;Townsend Hook 33kV;TOWN31;MEDA31;Medway Grid 33kV;G7WA;33;7.28;10.82;0.29;308;385;5.167
1490;South Eastern Power Networks (SPN);Laleham;SPN-S000000008466;Richmond 33kV;RICM31;TWIC31;Twickenham Grid 33kV;G7J0;33;3.15;3.49;0.5;396;440;3.776
1498;South Eastern Power Networks (SPN);Laleham;;SPN 0034;MOGD32;TWIC31;Twickenham Grid 33kV;X362;33;1.58;2.3;0.3;604;671;2.500
1512;South Eastern Power Networks (SPN);Littlebrook;;SPN 0092;ASWN31;STSW31;Stone Marshes SW Station Local;G7WQ;33;5.5;6.62;0.75;409;451;6.932
1513;South Eastern Power Networks (SPN);Littlebrook;;SPN 0092;ASWN32;SWAN31;Swanscombe  33kV;G7WR;33;0.04;0.04;0.0;432;480;1.000
1518;South Eastern Power Networks (SPN);Ninfield;SPN-S000000009968;Appledore 132kV Sw Station;APLD11;RUCK12;Ruckinge 132kV;C7JA-1;132;0.4;1.75;0.4;642;799;7.765
1526;South Eastern Power Networks (SPN);Ninfield;SPN-R000000912206-000-172Z;Brick Kiln Farm Zone 33kV;BKFZ31;BKFZ3B;Brick Kiln Farm Zone 33kV;X638;33;0.19;0.35;0.0;345;431;0.115
1531;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008381;Cranbrook 33kV;CRNB32;BKFZ3A;Hartley Farm Zone 33kV;G7SC;33;0.28;0.23;0.02;345;431;0.223
1540;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008232;D.W.S. Tee 33kV;DWSD3B;DWSD31;D.W.S. Tee 33kV;X505;33;0.69;1.25;0.0;345;431;0.412
1589;South Eastern Power Networks (SPN);Ninfield;SPN-S000000009523;Hastings Local 132kV;HASL11;HANR11;SPN 0037;X290;132;0.01;0.01;0.17;342;380;0.108
1592;South Eastern Power Networks (SPN);Ninfield;;Hawkhurst 33kV;HAWK3A;HART31;Hartley Grid 33kV;G7S6;33;8.51;14.55;0.06;345;431;5.230
1595;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008065;Headcorn 33kV;HCRN31;STPL31;Staplehurst 33kV;G7SN;33;12.43;16.53;0.19;249;311;5.585
1601;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008524;Horsebridge 33kV;HRSB31;HBAP3A;DNO-UKPN;G7UB;33;8.68;11.38;0.05;237;296;3.541
1658;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008340;Polegate Town 33kV;POLT32;POLE31;Polegate Grid 33kV;G7UE;33;3.49;4.75;0.2;345;431;2.712
1668;South Eastern Power Networks (SPN);Ninfield;;Rose Mead Farm 33kV;ROMF31;HOZO31;Horebeech Land Zone ABSD 33kV;G7VB;33;0.22;0.28;0.0;249;311;0.076
1679;South Eastern Power Networks (SPN);Ninfield;;SPN 0069;RIPV31;RIPV3A;DNO-UKPN;X401;33;0.32;0.21;0.02;531;506;0.200
1690;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008500;Ticehurst 11kV;TICH52;TICH5B;Ticehurst 11kV;X661;11;0.07;0.14;0.0;684;760;0.019
1693;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008200;Ticehurst 33kV;TICH31;TICH31;Ticehurst 33kV;X651;33;0.01;0.01;0.0;614;686;0.005
1694;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008200;Ticehurst 33kV;TICH31;TICH3B;Ticehurst 33kV;X656;33;0.06;0.05;0.0;614;686;0.050
1695;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008200;Ticehurst 33kV;TICH31;TICH3C;Ticehurst 33kV;X657;33;0.06;0.05;0.0;614;686;0.050
1699;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008200;Ticehurst Tee 33kV;TICT31;TICT3B;Ticehurst Tee 33kV;X549;33;0.26;0.46;0.0;345;431;0.152
1711;South Eastern Power Networks (SPN);Ninfield;;Wadhurst 33kV;WADH31;WADH3B;Wadhurst 33kV;X395;33;0.05;0.04;0.0;409;451;0.036
1731;South Eastern Power Networks (SPN);Northfleet;;Burham Grid 132kV;BURH1D;NFLE12;Northfleet East 132kV;X266;132;0.03;0.11;1.69;612;685;1.540
1770;South Eastern Power Networks (SPN);Northfleet;;DNO-UKPN;NFLE1C;NFCG1A;DNO-UKPN;X771;132;0.02;0.04;0.52;691;796;0.573
1814;South Eastern Power Networks (SPN);Northfleet;;New Hythe 11kV;NEHY51;NEHY5B;New Hythe 11kV;X769;11;0.01;0.02;0.0;880;1031;0.010
1820;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008447;North Sevenoaks 11kV;NSEV5A;NSEV51;North Sevenoaks 11kV;X194;11;0.11;0.21;0.0;714;786;0.060
1827;South Eastern Power Networks (SPN);Northfleet;SPN-S000000009937;Northfleet East 132kV;NFLE11;NETW1A;Northfleet East 132kV;X658;132;0.03;0.09;1.37;612;685;1.250
1877;South Eastern Power Networks (SPN);Northfleet;;Sundridge 11kV;SUND51;SUND5A;Sundridge 11kV;X674;11;0.03;0.04;0.0;567;624;0.017
1892;South Eastern Power Networks (SPN);Northfleet;SPN-S000000009951;Tunbridge Wells 132kV;TUNW1B;TUNW11;Tunbridge Wells 132kV;X630;132;0.0;0.0;0.0;880;1000;0.040
1930;South Eastern Power Networks (SPN);Richborough;SPN-S000000008463;Ramsgate 33kV;RAMS32;THAN31;Thanet Grid 33kV;G7T5;33;4.65;2.82;0.63;346;398;3.615
1953;South Eastern Power Networks (SPN);Richborough;;St Peters 33kV;SPET3C;SPET34;St Peters 33kV;G6TB;33;0.01;0.02;0.0;589;680;0.020
1963;South Eastern Power Networks (SPN);Richborough;SPN-S000000009949;Thanet Grid 33kV;THAN31;THAN3A;Thanet Grid 33kV;G7TC;33;0.05;0.04;0.01;396;440;0.046
1979;South Eastern Power Networks (SPN);Sellindge;SPN-S000000009902;Ashford Grid 33kV;ASHF31;ASHF3D;Ashford Grid 33kV;G7RM;33;0.15;0.14;0.01;614;686;0.143
1984;South Eastern Power Networks (SPN);Sellindge;SPN-S000000009902;Ashford Grid 33kV;ASHF31;EASH30;Ashford East 33kV;X313;33;6.75;4.92;0.23;279;306;3.785
2009;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008391;Dover 11kV;DOVR5D;DOVR52;Dover 11kV;X403;11;0.0;0.0;0.0;650;767;0.016
2031;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008319;Kenardington 33kV;KNRD3D;KNRD32;Kenardington 33kV;X746;33;0.03;0.02;0.0;465;536;0.020
2046;South Eastern Power Networks (SPN);Sellindge;SPN-S000000009320;Morehall 132kV;MORH11;MORH1A;Morehall 132kV;X323;132;0.0;0.0;0.03;691;796;0.028
2056;South Eastern Power Networks (SPN);Sellindge;SPN-S000000009962;Sellindge 132kV;SELL1A;RUCK11;Ruckinge 132kV;C76Z;132;0.94;2.44;0.5;495;587;10.344
2079;South Eastern Power Networks (SPN);Sellindge;;SPN 0059;KRPV31;ASZO31;Ashby Farm Zone 33kV;X382;33;0.72;0.59;0.05;614;686;0.574
2108;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009966;Byfleet Village 132kV;BYVI1E;LEAT1A;Leatherhead 132kV;C703;132;1.12;2.86;0.61;555;645;12.391
2117;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000008327;Chertsey 33kV;CHER31;CHER3B;Chertsey 33kV;X599;33;0.1;0.14;0.02;393;437;0.150
2122;South Eastern Power Networks (SPN);West Weybridge;;DNO-UKPN;CHWW3B;WWEY31;West Weybridge Grid 33kV;X601;33;0.48;0.7;0.09;820;903;0.761
2132;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000008621;Guildford 'B' 33kV;GUIB31;GUIL31;Guildford Grid 33kV;G7LW;33;0.11;0.1;0.01;396;440;0.101
2149;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009928;Leatherhead Grid 33kV;LEAT31;ASTD31;Ashtead 33kV;G7L1;33;4.78;2.98;0.61;346;398;3.839
2159;South Eastern Power Networks (SPN);West Weybridge;;Leatherhead Town 33kV;LEAD31;LEAT31;Leatherhead Grid 33kV;G7L9;33;1.27;1.22;0.14;391;435;1.155
2164;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000008453;Old Woking 11kV;OWOK5A;OWOK51;Old Woking 11kV;X348;11;0.11;0.22;0.0;880;1031;0.030
2166;South Eastern Power Networks (SPN);West Weybridge;;Old Woking 33kV;OWOK3A;BYFL31;Byfleet Grid 33kV;G7OS;33;15.26;21.52;0.32;237;296;8.093
2175;South Eastern Power Networks (SPN);West Weybridge;;Walton 33kV;WALT32;WWEY31;West Weybridge Grid 33kV;G7OO;33;2.65;5.78;0.74;604;671;6.235
2177;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009353;West Weybridge 11kV;WWEY51;WWEY5A;West Weybridge 11kV;X316;11;0.43;0.59;0.0;669;782;0.082
2209;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000008526;Woking 33kV;WOKG32;BYFL31;Byfleet Grid 33kV;G7OT;33;5.13;3.16;0.72;346;398;4.074
2210;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000008126;Woking 33kV;WOKG31;BYFL31;Byfleet Grid 33kV;G7OU;33;5.12;3.16;0.72;346;398;4.073
2217;Eastern Power Networks (EPN);Amersham;EPN-S0000000H7091;Chinnor Primary 33kV;CHIN31;CHIN3A;DNO-UKPN;CHIN_BTPRT_1;33;3.89;8.67;0.08;408;508;3.322
2224;Eastern Power Networks (EPN);Amersham;;DNO-UKPN;IGRN3A;ILME31;Ilmer Grid 33kV;Lne_ILME_THAM_1_(3);33;0.83;1.98;0.0;408;508;0.662
2257;Eastern Power Networks (EPN);Amersham;EPN-S0000000D8077;Ilmer Grid 33kV;ILME31;WALD3A;DNO-UKPN;ILME_WENDT_2;33;2.68;6.26;0.02;408;508;2.180
2261;Eastern Power Networks (EPN);Amersham;EPN-S0000000D8077;Ilmer Grid 33kV;ILME31;ILME3E;Ilmer Grid 33kV;NILME_SAUN_1(1);33;0.04;0.05;0.0;521;579;0.050
2268;Eastern Power Networks (EPN);Amersham;EPN-S0000000D8077;Ilmer Grid 33kV;ILME3G;ILME3H;DNO-UKPN;ILME_SAUN_1_(1B);33;0.24;0.2;0.02;403;445;0.195
2277;Eastern Power Networks (EPN);Barking 132kV;EPN-S0000000D7124;Crowlands Grid 33kV;CROW31;SELI3B;Selinas Ln Primary 33kV;CROW_SELIT_3;33;0.78;0.94;0.11;521;579;0.988
2299;Eastern Power Networks (EPN);Barking West 33kV;EPN-S0000000G7121;Barking West 33kV;BARW31;YEWT32;EPN 0297;lne_YEWT_T2;33;8.87;7.3;0.64;403;445;7.100
2316;Eastern Power Networks (EPN);Barking West 33kV;;DNO-UKPN;CHEN3B;CHEN3A;DNO-UKPN;BARW_CHEN_1_(2B);33;0.37;0.45;0.06;358;411;0.430
2328;Eastern Power Networks (EPN);Braintree;EPN-S0000000D3015;Braintree Local 33kV;BRAI31;CTSF3A;DNO-UKPN;BRAI_WITH_3_(1);33;3.97;9.05;0.1;408;508;3.720
2354;Eastern Power Networks (EPN);Braintree;;DNO-UKPN;BORH1A;SPRF1B;DNO-UKPN;BRSP_BORHT_2;132;0.08;0.18;0.04;382;476;0.795
2356;Eastern Power Networks (EPN);Braintree;;DNO-UKPN;BORH1A;CHNG12;Chelmsford North Grid 132kV;BORHT_CN11_2;132;0.27;0.69;7.48;375;435;7.120
