id;licencearea;gridsupplypoint;fromsubstation_sitefunctionallocation;fromsubstation;fromnode;tonode;tosubstation;linename;operating_voltage;positive_sequence_impedance_r_percent;positive_sequence_impedance_x_percent;susceptance_b_percent;rating_amps_summer;rating_amps_winter;circuit_length
4248;Eastern Power Networks (EPN);Tilbury 1&7;;DNO-UKPN;TLCM3B;MUCK3A;EPN 0090;TLCMT_MUCK_1_(1);33;1.15;2.16;0.0;308;385;0.658
4251;Eastern Power Networks (EPN);Tilbury 1&7;;DNO-UKPN;TLCM3B;BATA3F;Bata Primary 33kV;TLCMT_BATAT_2_(1);33;1.11;0.51;0.04;203;231;0.450
4255;Eastern Power Networks (EPN);Tilbury 1&7;;DNO-UKPN;WHOR3B;CRAN32;Cranham Primary 33kV;BASG_WHOR_CRAN_1;33;2.78;5.17;0.66;329;377;5.553
4265;Eastern Power Networks (EPN);Tilbury 1&7;;EPN 0086;PLAP31;SLWN3C;DNO-UKPN;SLWNT_PLAP_2_(2A);33;1.09;0.75;0.08;249;284;0.734
4267;Eastern Power Networks (EPN);Tilbury 1&7;;EPN 0086;PLAP30;SLWN31;Selwyn Rd Primary 33kV;SLWNT_PLAP_1;33;0.55;0.56;0.1;366;421;0.641
4281;Eastern Power Networks (EPN);Tilbury 1&7;EPN-S0000000D7157;Tilbury Compact Grid 33kV;TLCM3D;TLCM31;Tilbury Compact Grid 33kV;lne_TLCM_GT7;33;0.02;0.03;0.03;604;670;0.090
4286;Eastern Power Networks (EPN);Tilbury 1&7;;Tilbury Local Grid 132kV;TILG11;TILG1A;Tilbury Local Grid 132kV;TLTE_TLCM_1;132;0.0;0.0;0.08;856;991;0.064
4293;Eastern Power Networks (EPN);Tilbury 1&7;EPN-S0000000C7156;Tilbury Tee Point 132kV;TITP11;BALD1A;DNO-UKPN;TLTE_BASGT_1;132;0.55;2.63;0.82;659;772;12.600
4297;Eastern Power Networks (EPN);Tilbury 2&8;EPN-S0000000D7027;Coryton Grid 132kV;CORY11;FOBB1A;Coryton Grid 132kV;CORYT_CORY_1;132;0.21;0.49;0.11;382;476;2.100
4309;Eastern Power Networks (EPN);Tilbury 2&8;;DNO-UKPN;THUN3C;SBEN31;South Benfleet Grid 33kV;SBENT_SBEN_1;33;1.85;2.06;0.4;413;480;2.432
4314;Eastern Power Networks (EPN);Tilbury 2&8;;DNO-UKPN;SBEN3C;SBEN31;South Benfleet Grid 33kV;SBENT_SBEN_2;33;1.87;2.07;0.41;413;480;2.452
4319;Eastern Power Networks (EPN);Tilbury 2&8;;EPN 0091;SHEL32;RBOW31;Rainbow Ln Primary 33kV;SHEL_RBOW_1;33;1.23;2.85;0.04;408;508;1.148
4326;Eastern Power Networks (EPN);Tilbury 2&8;EPN-S0000000D7077;South Benfleet Grid 33kV;SBEN31;SBFT31;South Benfleet Primary 33kV;SBEN_SBFT_1;33;0.03;0.04;0.01;366;422;0.041
4330;Eastern Power Networks (EPN);Tilbury 2&8;EPN-S0000000C7156;Tilbury Tee Point 132kV;TITP13;FOBB1A;Coryton Grid 132kV;TITP_CORYT_2;132;0.69;2.84;1.34;546;679;13.263
4331;Eastern Power Networks (EPN);Tottenham;EPN-S0000000D7085;Brimsdown North Grid 33kV;BRNO30;BUST3C;DNO-UKPN;BRNO_BUSTT_2;33;8.22;5.51;0.59;227;259;5.533
4333;Eastern Power Networks (EPN);Tottenham;EPN-S0000000H7140;Bury St Primary 33kV;BUST31;BRNO30;Brimsdown North Grid 33kV;BRNO_BUST_3;33;6.57;5.08;0.55;291;333;5.127
4339;Eastern Power Networks (EPN);Tottenham;EPN-S0000000H7089;Central Tottenham Primary 33kV;CTOT31;TOGD31;Tottenham Grid 33kV;TOGD_CTOT_1;33;5.19;3.98;0.41;291;333;3.978
4348;Eastern Power Networks (EPN);Tottenham;;DNO-UKPN;CEDM3A;CEDM32;Central Edmonton Primary 33kV;CEDMT_CEDM_2;33;0.74;0.98;0.36;568;657;1.383
4353;Eastern Power Networks (EPN);Tottenham;;DNO-UKPN;BUST3D;BRNO30;Brimsdown North Grid 33kV;BRNO_BUSTT_1;33;7.11;5.7;0.57;287;330;5.635
4357;Eastern Power Networks (EPN);Tottenham;;EPN 0095;MANR11;TOTT11;Tottenham 132kV;T1321_MANR_1;132;0.52;0.51;6.13;471;538;7.000
4359;Eastern Power Networks (EPN);Tottenham;;EPN 0221;MOTE31;TOGD31;Tottenham Grid 33kV;Lne_TOGD_MOTE;33;0.17;0.2;0.02;521;579;0.210
4411;Eastern Power Networks (EPN);Walpole;EPN-S0000000H6023;Coxford Primary 33kV;COXF31;COXF3A;Coxford Primary 33kV;COXF_COXF_1;33;0.02;0.02;0.0;456;527;0.015
4441;Eastern Power Networks (EPN);Walpole;;DNO-UKPN;BOAR3A;BOAR31;EPN 0140;lne_BOARD_MARCH;33;0.27;0.22;0.17;456;527;0.640
4442;Eastern Power Networks (EPN);Walpole;;DNO-UKPN;WRWF1A;WALG11;Walpole GIS 132kV;FLFNT_WALP_1;132;0.85;4.07;1.8;659;817;19.695
4447;Eastern Power Networks (EPN);Walpole;;DNO-UKPN;MARC3A;RANW3A;DNO-UKPN;MARCT_RANWT_1;33;4.55;10.84;0.01;408;508;3.620
4455;Eastern Power Networks (EPN);Walpole;;DNO-UKPN;GLAS3A;RAMW3A;DNO-UKPN;GLAST_REDTT_1;33;2.67;6.35;0.01;408;508;2.122
4462;Eastern Power Networks (EPN);Walpole;;DNO-UKPN;LESF3A;KEMP3A;DNO-UKPN;FAKET_KEMPT_1;33;14.56;19.33;0.02;237;296;5.670
4468;Eastern Power Networks (EPN);Walpole;;DNO-UKPN;RAMR3B;RAMR3A;DNO-UKPN;WHITT_WHITT_2(1);33;0.55;0.75;0.0;253;311;0.215
4472;Eastern Power Networks (EPN);Walpole;;DNO-UKPN;WERE3B;WERE3A;DNO-UKPN;NOWNT_DOWN_1_(3);33;0.46;1.09;0.0;408;508;0.364
4505;Eastern Power Networks (EPN);Walpole;EPN-S0000000H6033;Fairstead Primary 33kV;FAIR3A;FAIR32;Fairstead Primary 33kV;FAIRT_FAIR_1;33;0.3;0.75;0.0;408;508;0.235
4514;Eastern Power Networks (EPN);Walpole;EPN-S0000000H6017;Farcet Primary 33kV;FARC31;GLAS3A;DNO-UKPN;FARC_GLAST_1;33;12.42;29.97;0.04;408;508;9.870
4522;Eastern Power Networks (EPN);Walpole;EPN-S0000000H6072;Gaywood Bridge Primary 33kV;GAYW3A;GAYW3B;Gaywood Bridge Primary 33kV;Lne_GAYW_3;33;0.0;0.0;0.0;155;172;0.010
4527;Eastern Power Networks (EPN);Walpole;;Gaywood Bridge Primary 33kV;GAYW32;LEZI31;Leziate Drove Switching Station;GAYWT_LEZI_1;33;14.92;21.3;0.07;237;296;6.110
4530;Eastern Power Networks (EPN);Walpole;EPN-S0000000H6055;Hardwick Rd Primary 33kV;HWIC31;KLSO31;Kings Lynn South Grid 33kV;HWICT_KLSO_1;33;1.29;2.82;0.03;408;508;1.205
4533;Eastern Power Networks (EPN);Walpole;EPN-S0000000D6045;Hempton Grid 33kV;HEMP31;FAKE3A;DNO-UKPN;HEMP_FAKET_2;33;0.98;2.13;0.02;408;508;0.830
4563;Eastern Power Networks (EPN);Walpole;EPN-S0000000H6040;Lt Massingham Primary 33kV;LTMA3B;LTMA31;Lt Massingham Primary 33kV;lne_LTMA_LTMA_1;33;0.03;0.03;0.0;403;445;0.025
4575;Eastern Power Networks (EPN);Walpole;;Orton Primary 11kV;ORTO51;ORTO5A;Orton Primary 11kV;lne_ORTO_ORTO_1;11;0.19;0.37;0.0;714;786;0.052
4579;Eastern Power Networks (EPN);Walpole;EPN-S0000000H6064;Outwell Moors Primary 33kV;OUTW31;DOWN3B;Downham Market Primary 33kV;OUTW_DOWN_1;33;15.15;28.45;0.05;308;385;8.765
4586;Eastern Power Networks (EPN);Walpole;EPN-S0000000D6060;Peterborough Central 132kV;PETC1A;NEWT1A;DNO-UKPN;PETC_NENWT_2;132;0.16;0.56;1.4;546;635;2.965
4588;Eastern Power Networks (EPN);Walpole;EPN-S0000000D6060;Peterborough Central 33kV;PETC31;PETC3B;Peterborough Central 33kV;lne_PETC_GT2B;33;0.01;0.01;0.02;737;818;0.042
4598;Eastern Power Networks (EPN);Walpole;;Peterborough North Grid 132kV;PETN11;STMF11;Stamford 132kV;PETN_STMF_1;132;0.87;2.79;2.8;382;476;17.150
4604;Eastern Power Networks (EPN);Walpole;;Peterborough South Grid 11kV;PETS51;PETS5D;Peterborough South Grid 11kV;Cable Tail_GT1B;11;0.02;0.05;0.03;714;786;0.076
4616;Eastern Power Networks (EPN);Walpole;EPN-S0000000D6042;Swaffham Grid 132kV;SWAF11;HEMP1C;DNO-UKPN;SWAF_HEMPT_1;132;1.15;2.54;0.77;382;476;11.520
4622;Eastern Power Networks (EPN);Walpole;EPN-S0000000D6042;Swaffham Grid 33kV;SWAF31;RAMP31;EPN 0225;Lne_RAMP_SWAF_3;33;12.64;15.28;1.72;521;579;16.000
4624;Eastern Power Networks (EPN);Walpole;EPN-S0000000D6042;Swaffham Grid 33kV;SWAF31;SWAF3C;Swaffham Grid 33kV;SWAF_SWAF_2;33;0.02;0.03;0.01;515;599;0.040
4628;Eastern Power Networks (EPN);Walpole;EPN-S0000000H6077;Walsoken Grid 11kV;WALS5A;WALS51;Walsoken Grid 11kV;Transformer_Tail_WALS_T3;11;0.1;0.13;0.0;649;757;0.017
4633;Eastern Power Networks (EPN);Walpole;EPN-S0000000D6077;Walsoken Grid 33kV;WALS31;WALS3A;Walsoken Grid 33kV;WALS_WALST_1;33;0.03;0.06;0.01;652;765;0.066
4635;Eastern Power Networks (EPN);Walpole;EPN-S0000000D6077;Walsoken Grid 33kV;WALS31;RCWN3A;DNO-UKPN;WALS_SFAS_1_(1);33;9.76;23.18;0.04;408;508;7.835
4656;Eastern Power Networks (EPN);Walpole;EPN-S0000000G6031;Wissington BSC 33kV;WISS31;WISS3A;Wissington BSC 33kV;QB_SupplyLine;33;0.02;0.02;0.0;521;579;0.019
4660;Eastern Power Networks (EPN);Warley;EPN-S0000000G7177;Aveley Switching Stn 33kV;AVEL31;RAGN31;EPN 0122;AVEL_RAGN_1;33;2.35;4.27;0.35;518;571;4.045
4666;Eastern Power Networks (EPN);Warley;EPN-S0000000H7108;Brentwood Primary 33kV;BREN31;HIGH31;High St Primary 33kV;BREN_HIGH_1;33;0.87;0.82;0.1;329;377;0.851
4690;Eastern Power Networks (EPN);Warley;EPN-S0000000G7066;Gidea Pk Primary 33kV;GIDE31;HORN31;Hornchurch Grid 33kV;GIDE_HORN_2;33;1.99;3.01;1.21;628;728;4.416
4700;Eastern Power Networks (EPN);Warley;EPN-S0000000H7018;Noak Hill Primary 33kV;NOAK32;GIDE31;Gidea Pk Primary 33kV;GIDE_NOAK_2;33;4.04;2.45;0.57;346;398;3.182
4725;Eastern Power Networks (EPN);Warley;;Shenfield Grid 33kV;SHEN31;LNPL3A;DNO-UKPN;SHEN_GOOS_1;33;3.99;10.54;0.04;408;508;3.276
4728;Eastern Power Networks (EPN);Warley;;Shenfield Grid 33kV;SHEN31;BREN31;Brentwood Primary 33kV;SHEN_BREN_3;33;3.72;5.39;0.7;604;670;5.870
4732;Eastern Power Networks (EPN);Warley;EPN-S0000000G7104;Somers Heath Compound 33kV;SOME3A;LTBE31;Little Belhus Primary 33kV;SOME_LTBE_1;33;2.19;1.91;0.54;438;505;2.594
4734;Eastern Power Networks (EPN);Warley;;Straight Rd Primary 11kV;SGHT51;SGHT5A;Straight Rd Primary 11kV;lne_SGHT_T1;11;0.13;0.18;0.0;669;782;0.050
4735;Eastern Power Networks (EPN);Warley;;Straight Rd Primary 11kV;SGHT51;SGHT5B;Straight Rd Primary 11kV;lne_SGHT_T2;11;0.13;0.18;0.0;669;782;0.050
4751;Eastern Power Networks (EPN);Watford South;;DNO-UKPN;FROG3B;FROG32;Frogmore Primary 33kV;FROGT_FROG_2;33;0.01;0.02;0.0;543;627;0.024
4760;Eastern Power Networks (EPN);Watford South;;EPN 0232;SENW32;HOLY31;Holywell Grid 33kV;Line_SENW_1;33;0.81;1.78;0.23;737;818;1.915
4765;Eastern Power Networks (EPN);Watford South;EPN-S0000000H8136;Greenhill Primary 33kV;GREE31;WEAL34;Wealdstone Primary 33kV;GREE_WEAL_1;33;1.02;1.11;0.16;364;421;1.197
4779;Eastern Power Networks (EPN);Watford South;EPN-S0000000D8095;Holywell Grid 132kV;WSHW1C;HOLY12;Holywell Grid 132kV;WATS_HOLYT_2_(2);132;0.03;0.1;0.02;546;679;0.454
4795;Eastern Power Networks (EPN);Watford South;EPN-S0000000D8162;Lye Green 33kV;LYEG31;LYEG3A;Lye Green 33kV;lne_LYEG_GT1;33;0.0;0.0;0.0;760;880;0.058
4803;Eastern Power Networks (EPN);Watford South;EPN-S0000000H8042;South Harrow Primary 11kV;SHRW5B;SHRW51;South Harrow Primary 11kV;Transformer_Tail_SHRW5_T3;11;0.07;0.1;0.0;649;757;0.012
4804;Eastern Power Networks (EPN);Watford South;EPN-S0000000H8042;South Harrow Primary 11kV;SHRW5A;SHRW51;South Harrow Primary 11kV;Transformer_Tail_SHRW5_T2;11;0.07;0.09;0.0;649;757;0.011
4805;Eastern Power Networks (EPN);Watford South;EPN-S0000000H8042;South Harrow Primary 33kV;SHRW31;HARN31;Harrow North Grid 33kV;SHRW_HARN_2;33;2.6;1.9;0.22;283;324;1.950
4807;Eastern Power Networks (EPN);Watford South;EPN-S0000000H8147;South Ruislip Primary 11kV;SRUI5A;SRUI51;South Ruislip Primary 11kV;Lne_SRUI_T3;11;0.07;0.09;0.0;523;573;0.011
4809;Eastern Power Networks (EPN);Watford South;EPN-S0000000H8147;South Ruislip Primary 33kV;SRUI32;HARN31;Harrow North Grid 33kV;SRUI_HARN_4;33;10.61;5.14;1.05;286;327;6.190
4813;Eastern Power Networks (EPN);Watford South;EPN-S0000000H8065;Warners End Primary 11kV;WARN3B;WARN52;Warners End Primary 11kV;lne_WARN_T1;11;0.05;0.07;0.0;669;782;0.019
4819;Eastern Power Networks (EPN);Watford South;EPN-S0000000H8107;Westbury Primary 33kV;WBRY32;HOLY31;Holywell Grid 33kV;WBRY_HOLY_2;33;1.54;1.79;0.22;364;421;1.860
4822;Eastern Power Networks (EPN);West Thurrock;;DNO-UKPN;WTHK3I;WTHK31;West Thurrock Grid 33kV;WTHK_WTHKT_1(2);33;0.19;0.5;0.06;657;728;0.524
4832;Eastern Power Networks (EPN);West Thurrock;;DNO-UKPN;WTHK3B;WTHK3I;DNO-UKPN;WTHK_WTHKT_1;33;0.13;0.38;0.04;657;728;0.391
4845;Eastern Power Networks (EPN);Willesden;;Bee Primary 33kV;BEEP30;LEIC31;Leicester Rd Grid 33kV;BEEP_LEIC_1;33;0.0;0.0;0.0;;;1.000
4857;Eastern Power Networks (EPN);Willesden;EPN-S0000000D8122;Leicester Rd Grid 132kV;LEIC13;TAYT11;Taylors Ln (PS) Tee 132kV;lne_LEIR_GRID3B;132;0.0;0.01;0.0;;;1.000
4860;Eastern Power Networks (EPN);Willesden;;Leicester Rd Grid 132kV;LEIR1A;LEIC11;Leicester Rd Grid 132kV;lne_LEIR_GRID2B;132;0.0;0.01;0.33;;;0.200
4866;Eastern Power Networks (EPN);Willesden;EPN-S0000000D8122;Leicester Rd Grid 33kV;LEIC31;BERE32;Beresford Av Primary 33kV;LEIC_BERE_2;33;3.88;2.9;0.31;247;284;2.920
4869;Eastern Power Networks (EPN);Willesden;EPN-S0000000D8122;Leicester Rd Grid 33kV;LEIC31;BRTC31;EPN 0282;LEIC_BRCR_2;33;3.29;4.78;0.62;604;670;5.200
4872;Eastern Power Networks (EPN);Willesden;EPN-S0000000H8045;Wembley Park 33kV;WEMP32;LEIC31;Leicester Rd Grid 33kV;WEMP_BEEP_2;33;0.4;0.87;0.11;818;951;0.942
4890;Eastern Power Networks (EPN);Wymondley;;DNO-UKPN;MLFM3A;KNEB31;Knebworth Primary 33kV;CHGN_KNEB_1;33;26.95;37.36;0.17;253;311;11.463
4893;Eastern Power Networks (EPN);Wymondley;;DNO-UKPN;THRO1A;MELB11;Melbourn Grid 132kV;MELBT_MELB_1;132;1.16;3.1;0.75;407;507;14.760
4894;Eastern Power Networks (EPN);Wymondley;;DNO-UKPN;WYMG3H;WYMG3J;DNO-UKPN;WYMG_OLDW_2_(2A);33;1.83;0.82;0.06;203;231;0.718
4907;Eastern Power Networks (EPN);Wymondley;;DNO-UKPN;WYMG3B;WYMG3A;DNO-UKPN;NHIT_WYMG_1_(2A);33;3.29;1.47;0.1;203;231;1.287
4922;Eastern Power Networks (EPN);Wymondley;;DNO-UKPN;REED3A;REED31;Reed Primary 33kV;REEDT_REED_1;33;11.81;27.74;0.08;408;508;9.533
4924;Eastern Power Networks (EPN);Wymondley;;DNO-UKPN;WASP3A;WASP3B;DNO-UKPN;KNEB_WASP_1_(3A);33;0.27;0.21;0.02;291;333;0.205
4928;Eastern Power Networks (EPN);Wymondley;EPN-S0000000H8133;East Letchworth Primary 33kV;ELET32;LETC31;Letchworth Grid 33kV;ELET_LETC_2;33;1.52;1.71;0.2;366;421;1.738
4951;Eastern Power Networks (EPN);Wymondley;EPN-S0000000H8126;North Stevenage Primary 33kV;NSTE32;SHPL3A;DNO-UKPN;NSTET_NSTE_2;33;2.1;2.14;0.25;287;330;2.003
4958;Eastern Power Networks (EPN);Wymondley;EPN-S0000000H8041;Shefford Primary 33kV;SHEF31;SHEF3A;DNO-UKPN;SHEF_SHEFT_1;33;4.78;11.38;0.02;408;508;3.800
4964;Eastern Power Networks (EPN);Wymondley;EPN-S0000000H4012;Shepreth Primary 33kV;SHPP31;MELB31;Melbourn Grid 33kV;SHPP_MELB_1;33;6.53;15.39;0.07;408;508;5.398
4970;Eastern Power Networks (EPN);Wymondley;EPN-S0000000D8169;Stevenage Grid 33kV;STEV31;CAVG31;EPN 0241;STEV_CAVE;33;0.07;0.06;0.01;403;445;0.057
4973;Eastern Power Networks (EPN);Wymondley;EPN-S0000000H8064;Verity Way Primary 33kV;VERY32;WYMG31;Wymondley Grid 33kV;VERYT_VERY_1;33;3.35;6.0;0.66;604;670;6.210
4981;Eastern Power Networks (EPN);Wymondley;;Wymondley Grid 132kV;WYMG11;WYMG1B;Wymondley Grid 132kV;lne_WYMG_GT1;132;0.0;0.0;0.01;537;615;0.010
14;London Power Networks (LPN);Barking 132kV;LPN-S000000003622;Barking 132kV GIS;BARK11;NMRD11;LPN 0004;lne_BARK_NORM1;132;0.16;0.48;6.17;691;796;6.402
37;London Power Networks (LPN);Barking West 33kV;;Barking West 33kV;BARW31;DAGD32;LPN 0008;lne_BARW_DAGD_2;33;0.0;0.0;0.0;;1000;1.000
75;London Power Networks (LPN);Brimsdown;;Buckhurst Hill 33kV;BUCK32;GROT32;Grove Lodge 33kV;lne_BUCK_GROL_2;33;1.82;2.81;1.11;420;540;4.450
94;London Power Networks (LPN);Chessington;;Kingston (SEEB) 132kV;KITO11;CHSI1A;Chessington 132kV;C706;132;0.31;0.59;18.76;520;568;9.345
114;London Power Networks (LPN);City Road;LPN-S000000003910;Bankside F 132kV;BANF10;BANF10;Bankside F 132kV;REAC1;132;0.04;10.42;0.0;525;525;Series Reactor
154;London Power Networks (LPN);City Road;LPN-S000000003413;City Road 132kV;CITY11;LIMA11;Limeburner Ln 132kV;Lne_CITY_LIMA_2;132;0.04;0.21;4.64;;899;2.656
173;London Power Networks (LPN);City Road;LPN-S000000000418;Devonshire Square 132kV;DEVO11;CITY12;City Road 132kV;lne_CITY_DEVO1;132;0.08;0.24;2.22;340;340;2.856
195;London Power Networks (LPN);City Road;;Limeburner Ln 11kV;LIMA51;LIMA5C;Limeburner Ln 11kV;lne_LIMA_GT2B;11;0.02;0.04;0.0;714;786;0.010
198;London Power Networks (LPN);City Road;;Limeburner Ln 11kV;LIMA53;LIMA5E;Limeburner Ln 11kV;lne_LIME_GT1B;11;0.02;0.04;0.0;714;786;0.010
202;London Power Networks (LPN);City Road;LPN-S000000003463;Limeburner Ln 132kV;LIMA11;LIMA1A;Limeburner Ln 132kV;lne_BANF_CITY_LIMA_2;132;0.0;0.01;0.09;691;796;0.100
250;London Power Networks (LPN);Hackney 132kV;;Kings Yard B 11kV;KGYB50;KGYA52;Kings Yard A 11kV;INT2;11;0.08;0.83;0.0;;;1.000
266;London Power Networks (LPN);Hackney 66kV;LPN-S000000000424;Edwards Lane C 66kV;EDLC64;HACS61;Hackney Sgrid 66kV;lne_HACS_EDLC_1A;66;0.75;0.76;2.11;770;820;3.840
271;London Power Networks (LPN);Hackney 66kV;LPN-S000000000524;Exeter Rd 66kV;EXET64;HACS61;Hackney Sgrid 66kV;lne_HACS_EXET_4;66;1.47;1.32;0.86;970;1020;1.000
295;London Power Networks (LPN);Hurst 132kV;;Bromley Grid 33kV;BROG31;BROS33;Bromley South 33kV;lne_BROG_BROS_4;33;2.72;2.22;0.55;970;1020;1.000
299;London Power Networks (LPN);Hurst 132kV;;Bromley Grid 33kV;BROG31;CHSL34;Chislehurst 33kV;lne_BROG_CHSL_2;33;4.92;3.64;0.86;970;1020;1.000
322;London Power Networks (LPN);Hurst 132kV;;Eltham Grid 33kV;ELTG31;DERM33;Dermody Rd 33kV;lne_ELTG_DERM_2;33;9.33;7.57;0.87;790;860;1.000
368;London Power Networks (LPN);Littlebrook;LPN-S000000000796;Erith 22kV;EITH81;DARF83;Dartford Grid A 22kV;lne_ERITH_DARA_AUTOT1;22;1.21;1.05;0.36;;341;5.450
382;London Power Networks (LPN);Lodge Road;LPN-S000000000319;Carnaby St 66 kV;CARN63;LODB61;Lodge Rd B 66kV;lne_LODB_CARN3;66;0.65;1.32;1.29;310;330;1.920
458;London Power Networks (LPN);New Cross 66kV;;Bengeworth Rd Grid 33kV;BENB32;BRXB32;Brixton B 33kV;lne_BENB_BRXB_1;33;1.65;1.89;0.0;270;300;1.000
483;London Power Networks (LPN);Redbridge;LPN-S000000003567;Perth Rd B 33kV;PERB31;CLAR34;Clarks Rd B 33kV;lne_PERB_CLAR_2;33;1.5;1.46;0.4;320;340;2.140
510;London Power Networks (LPN);St Johns Wood;;Back Hill 33kV;BACK31;KWAY33;Kingsway 33kV;lne_BACK_KWAY_3;33;1.58;1.57;0.46;300;340;2.330
520;London Power Networks (LPN);St Johns Wood;;Back Hill B 33kV;BACB33;WORE31;LPN 0050;lne_WORE_BACB;33;1.53;3.36;0.43;737;819;3.620
531;London Power Networks (LPN);St Johns Wood;LPN-S000000000328;Duke St B 11kV;DUST51;CARC52;Carnaby St C 11kV;lne_CARC_DUST_4;11;10.32;13.71;0.04;523;573;1.710
539;London Power Networks (LPN);St Johns Wood;LPN-S000000000330;Ebury Bridge 11kV;EBBR5A;EBBR51;Ebury Bridge 11kV;lne_EBBR_GRID1A;11;0.0;0.01;0.0;2000;2000;1.000
540;London Power Networks (LPN);St Johns Wood;LPN-S000000000330;Ebury Bridge 11kV;EBBR5B;EBBR51;Ebury Bridge 11kV;lne_EBBR_GRID1B;11;0.0;0.01;0.0;2000;2000;1.000
549;London Power Networks (LPN);St Johns Wood;LPN-S000000003433;Finsbury Mkt F 33kV;FINF31;LEAW31;LPN 0017;Lne_FINC_LEAW;33;0.8;1.75;0.23;737;819;1.890
2100;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000008331;Brookwood 33kV;BKWD31;WOKG31;Woking 33kV;G7OW;33;7.2;4.33;0.98;346;398;5.580
2114;South Eastern Power Networks (SPN);West Weybridge;;Chertsey 11kV;CHER51;CHER5B;Chertsey 11kV;X605;11;0.17;0.29;0.0;655;719;0.040
2129;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000008521;Guildford 'A' 11kV;GUIA51;GUIB50;Guildford 'B' 11kV;G6LW;11;0.17;0.5;0.0;1473;1637;0.150
2133;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009921;Guildford Grid 132kV;GUIL10;GUIL10;Guildford Grid 132kV;X198;132;0.0;0.0;0.07;612;685;0.060
2171;South Eastern Power Networks (SPN);West Weybridge;;SPN 0098;WOKS51;WOKS5B;SPN 0098;X127;11;0.01;0.02;0.0;714;786;0.010
2174;South Eastern Power Networks (SPN);West Weybridge;;Walton 33kV;WALT31;WWEY31;West Weybridge Grid 33kV;G7ON;33;2.65;5.78;0.74;604;671;6.235
2204;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009153;West Weybridge Grid 33kV;WWEY31;WWEY3F;West Weybridge Grid 33kV;X655;33;0.03;0.04;0.0;820;903;0.040
2214;Eastern Power Networks (EPN);Amersham;;Amersham Main 132kV;AMER11;ILME12;EPN 0292;AMER_ILME_1;132;1.2;4.54;2.07;546;651;20.443
2245;Eastern Power Networks (EPN);Amersham;;DNO-UKPN;SKIT3A;SAUN32;Saunderton Primary 33kV;CHINT_SAUN_2;33;5.34;12.31;0.03;405;465;4.268
2262;Eastern Power Networks (EPN);Amersham;EPN-S0000000D8077;Ilmer Grid 33kV;ILME31;ILME3C;Ilmer Grid 33kV;NILME_THAMT_2;33;0.02;0.03;0.0;591;686;0.027
2282;Eastern Power Networks (EPN);Barking 132kV;;DNO-UKPN;CCCG3A;CHAS31;Chase Cross Primary 33kV;ROMN_CHAS_2;33;2.53;1.63;0.23;287;330;1.751
2286;Eastern Power Networks (EPN);Barking 132kV;EPN-S0000000H7150;Romford Primary 33kV;ROMF31;ROMF3A;Romford Primary 33kV;ROMFT_ROMF_8;33;0.01;0.02;0.0;666;770;0.015
2294;Eastern Power Networks (EPN);Barking 132kV;EPN-S0000000H7133;Selinas Ln Primary 33kV;SELI3B;CHTR30;Cherry Tree Primary 33kV;SELIT_CHTR_3;33;2.2;2.67;0.3;521;579;2.791
2309;Eastern Power Networks (EPN);Barking West 33kV;;Becontree Primary 33kV;BECO32;BARW31;Barking West 33kV;BARW_BECO_1;33;3.45;5.02;0.84;454;526;5.460
2324;Eastern Power Networks (EPN);Braintree;;Braintree 132kV;BRAI11;BORH1B;DNO-UKPN;BRAI_BORHT_1;132;1.3;2.98;0.64;382;476;12.890
2325;Eastern Power Networks (EPN);Braintree;;Braintree 132kV;BRAI11;BRAI1B;Braintree 132kV;BRAI_BRAI_2;132;0.0;0.01;0.08;674;772;0.100
2342;Eastern Power Networks (EPN);Braintree;;DNO-UKPN;BORH1B;SPRF1A;DNO-UKPN;BRSP_BORHT_1;132;0.08;0.18;0.04;382;476;0.795
3666;Eastern Power Networks (EPN);Rayleigh;;Chelmsford East Grid 33kV;CHLE31;WRIT3A;Writtle St Primary 33kV;CHLE_WRIT_2;33;2.84;3.47;1.21;543;627;4.907
3672;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000D3044;Colchester Grid 132kV;COLC14;ABBE1B;Abberton Grid 132kV;COLCT_ABBET_2_(2);132;0.31;1.2;0.95;546;679;5.740
3676;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;DANB3B;DANB32;Danbury Primary 33kV;CHLE_DANB_a;33;1.96;2.78;0.11;279;322;1.530
3681;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;WFRD3A;WFRD3C;DNO-UKPN;GARDT_WFRDT_1_(2);33;0.51;1.14;0.0;338;421;0.290
3685;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;TIPD3B;TIPT3D;Tiptree Primary 33kV;TIPTT_TIPT_2_(1);33;5.89;12.16;0.23;408;508;5.424
3689;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;RAYL3A;SWOO32;South Woodham Primary 33kV;RAYLT_SWOO_2;33;14.87;20.53;0.52;253;311;9.202
