publishTime,gsp_id,import_export_mw,wind_generation_mw
2025-11-09 20:17:00+00:00,B5,-598.5,0.0
2025-11-09 20:17:00+00:00,B6,-1566.3,0.0
2025-11-09 20:17:00+00:00,B7,-2137.8,0.0
2025-11-09 20:17:00+00:00,B8,-5440.1,0.0
2025-11-09 20:17:00+00:00,B9,-7536.2,0.0
2025-11-09 20:17:00+00:00,N,-18719.3,0.0
2025-11-09 19:47:00+00:00,B1,-91.8,0.0
2025-11-09 19:47:00+00:00,B10,-1405.1,0.0
2025-11-09 19:47:00+00:00,B11,-3227.5,0.0
2025-11-09 19:47:00+00:00,B12,-2933.2,0.0
2025-11-09 19:47:00+00:00,B13,-588.5,0.0
2025-11-09 19:47:00+00:00,B14,-2041.6,0.0
2025-11-09 19:47:00+00:00,B15,-835.8,0.0
2025-11-09 19:47:00+00:00,B16,-4056.6,0.0
2025-11-09 19:47:00+00:00,B17,-1271.0,0.0
2025-11-09 19:47:00+00:00,B2,-204.2,0.0
2025-11-09 19:47:00+00:00,B3,-117.1,0.0
2025-11-09 19:47:00+00:00,B4,-334.2,0.0
2025-11-09 19:47:00+00:00,B5,-598.8,0.0
2025-11-09 19:47:00+00:00,B6,-1569.6,0.0
2025-11-09 19:47:00+00:00,B7,-2141.5,0.0
2025-11-09 19:47:00+00:00,B8,-5450.0,0.0
2025-11-09 19:47:00+00:00,B9,-7550.0,0.0
2025-11-09 19:47:00+00:00,N,-18757.2,0.0
2025-11-09 19:17:00+00:00,B1,-91.8,0.0
2025-11-09 19:17:00+00:00,B10,-1407.6,0.0
2025-11-09 19:17:00+00:00,B11,-3232.7,0.0
2025-11-09 19:17:00+00:00,B12,-2938.2,0.0
2025-11-09 19:17:00+00:00,B13,-589.7,0.0
2025-11-09 19:17:00+00:00,B14,-2044.5,0.0
2025-11-09 19:17:00+00:00,B15,-846.2,0.0
2025-11-09 19:17:00+00:00,B16,-4065.0,0.0
2025-11-09 19:17:00+00:00,B17,-1272.7,0.0
2025-11-09 19:17:00+00:00,B2,-204.2,0.0
2025-11-09 19:17:00+00:00,B3,-117.1,0.0
2025-11-09 19:17:00+00:00,B4,-334.1,0.0
2025-11-09 19:17:00+00:00,B5,-599.5,0.0
2025-11-09 19:17:00+00:00,B6,-1573.4,0.0
