bmUnit,total_acceptances,active_days,discharge_count,total_mw_discharged,discharge_revenue_gbp,avg_discharge_price,max_discharge_mw,charge_count,total_mw_charged,charge_cost_gbp,avg_charge_price,max_charge_mw,net_revenue_gbp,max_capacity_mw,avg_action_size_mw,duration_hours,energy_capacity_mwh,estimated_cycles,profit_per_cycle_gbp,revenue_per_mw_gbp,revenue_per_mwh_capacity_gbp,avg_cycles_per_day,utilization_pct,price_spread_captured_per_cycle,round_trip_efficiency_pct,capex_estimate_gbp,simple_payback_years,annual_roi_pct,total_energy_discharged_mwh,total_energy_charged_mwh,is_vlp,operator_type
E_THMRB-1,75829,351,20730,283814,11930813.317499995,83.7644664298579,49,26089,360992,14357585.729999995,79.88898343403625,49,-2426772.4124999987,49,8.50342217357476,2.0,98.0,20730,-117.06572178002888,-49525.96760204079,-24762.983801020397,59.05982905982906,2952.991452991453,3.875482995821656,83.09762895979587,19600000.0,-8.076571127577877,-12.381491900510197,141907.0,180496.0,True,VLP
T_BUSTB-1,57488,306,16448,199807,7851267.8675000025,83.30076186247145,49,19626,274652,10421132.992500002,80.75934891798025,49,-2569865.125000001,49,8.25318327303089,2.0,98.0,16448,-156.24179991488333,-52446.227040816346,-26223.113520408173,53.751633986928105,2687.5816993464055,2.5414129444911993,75.33986825761164,19600000.0,-7.62685940570519,-13.111556760204085,99903.5,137326.0,True,VLP
T_LARKB-1,66194,303,19007,267917,10219604.444999998,79.64437703740539,49,22534,362181,12988092.0025,78.15641971525554,49,-2768487.5575,49,9.518959422304144,2.0,98.0,19007,-145.6562086336613,-56499.74607142858,-28249.87303571429,62.72937293729373,3136.4686468646864,1.4879573221498532,78.68441679526822,19600000.0,-7.07967783597308,-14.124936517857142,133958.5,181090.5,True,VLP
T_COVNB-1,58108,302,15959,225424,8596003.777500002,81.62589735934186,49,20688,344160,12407095.282499999,77.96449565575035,49,-3811091.505000001,49,9.80216149239347,2.0,98.0,15959,-238.80515727802498,-77777.37765306124,-38888.68882653062,52.84437086092715,2642.2185430463574,3.6614017035915083,69.28296738096725,19600000.0,-5.142883600219406,-19.44434441326531,112712.0,172080.0,True,VLP
T_TYLNB-1,50269,197,13675,220036,7022587.812500001,69.64567334011105,57,18714,363465,11046745.642499996,68.31868233820936,57,-4024157.8299999973,57,11.607571266585765,2.0,114.0,13675,-294.27113930530146,-70599.26017543855,-35299.63008771928,69.41624365482234,3470.812182741117,1.326991001901689,63.57155346713237,22800000.0,-5.665781751905097,-17.649815043859636,110018.0,181732.5,True,VLP
T_LKSDB-1,54643,300,14844,339980,16250252.779999996,89.76966659632835,99,19389,499869,20656817.854999997,82.57970075349841,99,-4406565.075,99,15.369745438574009,2.0,198.0,14844,-296.8583316491512,-44510.75833333334,-22255.37916666667,49.48,2474.0,7.189965842829935,78.66774492600084,39600000.0,-8.98659144390373,-11.127689583333334,169990.0,249934.5,True,VLP
T_PEMB-31,9512,220,1448,155780,6513763.732499999,84.84374133148404,295,4809,355438,10957645.467500001,66.67556088314007,237,-4443881.734999998,456,53.74453322119427,2.0,912.0,1448,-3068.9790987569045,-9745.354682017538,-4872.677341008769,6.581818181818182,329.0909090909091,18.168180448343975,59.4449213731143,182400000.0,-41.04519671696441,-2.4363386705043846,77890.0,177719.0,True,VLP
T_WBURB-1,15638,249,2894,250182,11226472.827500004,90.38548975338655,229,7179,579756,20641892.415,72.85556403109874,247,-9415419.587499997,432,53.07187619900245,2.0,864.0,2894,-3253.427639080856,-21794.952748842585,-10897.476374421292,11.622489959839358,581.1244979919679,17.529925722287814,54.38683916084156,172800000.0,-18.3528730073178,-5.448738187210647,125091.0,289878.0,True,VLP
T_WBURB-3,18864,239,3136,306471,13356981.477499997,86.75005628819555,254,9018,799473,26401269.6925,67.3096393671475,273,-13044288.215000007,444,58.627226463104314,2.0,888.0,3136,-4159.530680803574,-29379.027511261276,-14689.513755630638,13.121338912133892,656.0669456066946,19.440416921048055,50.59219360686434,177600000.0,-13.615154546782597,-7.34475687781532,153235.5,399736.5,True,VLP
T_WBURB-2,16651,207,2855,258451,11277850.855,88.388412530799,221,7718,755123,28848185.59500001,77.47273320026615,275,-17570334.74000001,443,60.871659359798194,2.0,886.0,2855,-6154.232833625222,-39662.15516930025,-19831.077584650124,13.792270531400966,689.6135265700483,10.915679330532853,39.09379609979592,177200000.0,-10.08518065376368,-9.91553879232506,129225.5,377561.5,True,VLP
T_SEAB-2,10443,221,638,43481,1665749.6299999997,76.99960505529228,141,5918,689744,21116455.9,67.67658270050008,150,-19450706.27,384,70.21210380158956,2.0,768.0,638,-30487.000423197493,-50652.880911458335,-25326.440455729167,2.8868778280542986,144.34389140271492,9.3230223547922,7.888395845819941,153600000.0,-7.896885484148541,-12.663220227864583,21740.5,344872.0,True,VLP
T_SEAB-1,7483,127,1139,122012,5787049.289999997,93.28390158172232,303,3446,732472,31417145.845000003,87.00206800934035,312,-25630096.555000015,794,114.19003073633564,2.0,1588.0,1139,-22502.279679543473,-32279.718583123446,-16139.859291561723,8.968503937007874,448.4251968503937,6.28183357238197,18.42003509342017,317600000.0,-12.391681760482538,-8.069929645780862,61006.0,366236.0,True,VLP
