year;dno_area;type;generation_or_demand;voltage_level;half_hourly_or_non_half_hourly;final_demand_or_non_final_demand;band;thresholds;tariff;tariff_alternative_name;ukpn_tariff_name;unit_rate_1;unit_rate_2;unit_rate_3;fixed_charge;capacity_charge;exceeded_capacity_charge;reactive_power_charge;current_year;thresholds_sort
2025/26;East of England Electricity Network;Non Domestic;Demand;LV;Half Hourly;Non Final Demand;;;LV Site Specific No Residual;LV Site Specific No Residual;LV Site Specific No Residual;8.507;0.914;0.145;18.53;7.41;7.41;0.373;true;Unknown
2025/26;East of England Electricity Network;Non Domestic;Demand;LV;Non Half Hourly;Final Demand;2.0;More than 3986kWh and less than or equal to 13677kWh;Non-Domestic Aggregated Band 2;Non-Domestic Aggregated or CT Band 2;Non-Domestic Aggregated or CT Band 2;11.834;1.349;0.226;8.85;0.0;0.0;0.0;true;02 More than 3986kWh and less than or equal to 13677kWh
2026/27;London Electricity Network;Non Domestic;Demand;HV;Half Hourly;Final Demand;2.0;More than 500kVA and less than or equal to 1100kVA;HV Site Specific Band 2;HV Site Specific Band 2;HV Site Specific Band 2;0.009;0.0;0.0;0.0;9.19;9.19;0.244;false;02 More than 500kVA and less than or equal to 1100kVA
2026/27;London Electricity Network;Non Domestic;Demand;LV Sub;Half Hourly;Final Demand;4.0;More than 250kVA;LV Sub Site Specific Band 4;LV Sub Site Specific Band 4;LV Sub Site Specific Band 4;1.58;0.0;0.0;0.0;8.95;8.95;0.323;false;04 More than 250kVA
2026/27;London Electricity Network;Unmetered Supplies;;;;;;;Unmetered Supplies;Unmetered Supplies;Unmetered Supplies;41.914;2.677;0.444;0.0;0.0;0.0;0.0;false;Unknown
2024/25;London Electricity Network;Non Domestic;Demand;LV;Half Hourly;Non Final Demand;;;LV Site Specific No Residual;LV Site Specific No Residual;LV Site Specific No Residual;6.618;0.564;0.073;12.33;4.55;6.91;0.489;false;Unknown
2024/25;London Electricity Network;Non Domestic;Demand;LV Sub;Half Hourly;Non Final Demand;;;LV Sub Site Specific No Residual;LV Sub Site Specific No Residual;LV Sub Site Specific No Residual;4.384;0.376;0.019;10.41;7.64;8.64;0.308;false;Unknown
2025/26;London Electricity Network;Non Domestic;Demand;HV;Half Hourly;Final Demand;1.0;More than 0kVA and less than or equal to 500kVA;HV Site Specific Band 1;HV Site Specific Band 1;HV Site Specific Band 1;2.141;0.111;0.008;219.17;4.49;4.49;0.147;true;01 More than 0kVA and less than or equal to 500kVA
2026/27;South Eastern England Electricity Network;Non Domestic;Demand;HV;Half Hourly;Final Demand;4.0;More than 2000kVA;HV Site Specific Band 4;HV Site Specific Band 4;HV Site Specific Band 4;6.01;0.177;0.056;2071.8;6.66;6.66;0.186;false;04 More than 2000kVA
2026/27;South Eastern England Electricity Network;Non Domestic;Generation;LV Sub;Non Half Hourly;;;;LV Sub Generation Aggregated;LV Sub Generation Aggregated;LV Sub Generation Aggregated;-10.024;-0.35;-0.109;0.0;0.0;0.0;0.0;false;Unknown
2026/27;South Eastern England Electricity Network;Non Domestic;Demand;LV;Non Half Hourly;Final Demand;3.0;More than 13677kWh and less than or equal to 27543kWh;Non-Domestic Aggregated Band 3;Non-Domestic Aggregated or CT Band 3;Non-Domestic Aggregated or CT Band 3;15.864;0.574;0.178;13.91;0.0;0.0;0.0;false;03 More than 13677kWh and less than or equal to 27543kWh
2024/25;South Eastern England Electricity Network;Non Domestic;Demand;LV;Half Hourly;Final Demand;4.0;More than 250kVA;LV Site Specific Band 4;LV Site Specific Band 4;LV Site Specific Band 4;9.862;0.358;0.12;2596.04;4.34;7.73;0.32;false;04 More than 250kVA
2024/25;South Eastern England Electricity Network;Domestic;;;;;;;Domestic Aggregated with Residual;Domestic Aggregated or CT with Residual;Domestic Aggregated or CT with Residual;17.48;0.656;0.224;20.0;0.0;0.0;0.0;false;Unknown
2025/26;South Eastern England Electricity Network;Non Domestic;Demand;HV;Half Hourly;Final Demand;2.0;More than 500kVA and less than or equal to 1100kVA;HV Site Specific Band 2;HV Site Specific Band 2;HV Site Specific Band 2;5.995;0.172;0.074;255.42;7.41;7.41;0.187;true;02 More than 500kVA and less than or equal to 1100kVA
2025/26;South Eastern England Electricity Network;Non Domestic;Demand;HV;Half Hourly;Non Final Demand;;;HV Site Specific No Residual;HV Site Specific No Residual;HV Site Specific No Residual;5.995;0.172;0.074;155.77;7.41;7.41;0.187;true;Unknown
2025/26;South Eastern England Electricity Network;Non Domestic;Demand;HV;Half Hourly;Final Demand;4.0;More than 2000kVA;HV Site Specific Band 4;HV Site Specific Band 4;HV Site Specific Band 4;5.995;0.172;0.074;575.46;7.41;7.41;0.187;true;04 More than 2000kVA
2025/26;South Eastern England Electricity Network;Non Domestic;Demand;LV;Non Half Hourly;Final Demand;1.0;More than 0kWh and less than or equal to 3986kWh;Non-Domestic Aggregated Band 1;Non-Domestic Aggregated or CT Band 1;Non-Domestic Aggregated or CT Band 1;16.045;0.569;0.256;8.03;0.0;0.0;0.0;true;01 More than 0kWh and less than or equal to 3986kWh
2025/26;South Eastern England Electricity Network;Non Domestic;Demand;LV Sub;Half Hourly;Final Demand;2.0;More than 90kVA and less than or equal to 150kVA;LV Sub Site Specific Band 2;LV Sub Site Specific Band 2;LV Sub Site Specific Band 2;7.007;0.213;0.093;24.43;8.24;8.24;0.222;true;02 More than 90kVA and less than or equal to 150kVA
2025/26;South Eastern England Electricity Network;Non Domestic;Demand;LV;Non Half Hourly;Final Demand;3.0;More than 13677kWh and less than or equal to 27543kWh;Non-Domestic Aggregated Band 3;Non-Domestic Aggregated or CT Band 3;Non-Domestic Aggregated or CT Band 3;16.045;0.569;0.256;8.95;0.0;0.0;0.0;true;03 More than 13677kWh and less than or equal to 27543kWh
2026/27;East of England Electricity Network;Non Domestic;Demand;HV;Half Hourly;Final Demand;2.0;More than 500kVA and less than or equal to 1100kVA;HV Site Specific Band 2;HV Site Specific Band 2;HV Site Specific Band 2;4.837;0.457;0.038;305.47;5.31;5.31;0.183;false;02 More than 500kVA and less than or equal to 1100kVA
2026/27;East of England Electricity Network;Non Domestic;Demand;LV;Half Hourly;Non Final Demand;;;LV Site Specific No Residual;LV Site Specific No Residual;LV Site Specific No Residual;8.149;0.937;0.108;21.5;8.04;8.04;0.369;false;Unknown
2026/27;East of England Electricity Network;Non Domestic;Demand;LV;Half Hourly;Final Demand;3.0;More than 150kVA and less than or equal to 250kVA;LV Site Specific Band 3;LV Site Specific Band 3;LV Site Specific Band 3;8.149;0.937;0.108;37.45;8.04;8.04;0.369;false;03 More than 150kVA and less than or equal to 250kVA
2026/27;East of England Electricity Network;Non Domestic;Demand;LV Sub;Half Hourly;Final Demand;2.0;More than 90kVA and less than or equal to 150kVA;LV Sub Site Specific Band 2;LV Sub Site Specific Band 2;LV Sub Site Specific Band 2;5.506;0.563;0.052;29.54;6.06;6.06;0.22;false;02 More than 90kVA and less than or equal to 150kVA
2026/27;East of England Electricity Network;Domestic;;;;;;;Domestic Aggregated with Residual;Domestic Aggregated or CT with Residual;Domestic Aggregated or CT with Residual;15.491;1.907;0.244;9.05;0.0;0.0;0.0;false;Unknown
2026/27;East of England Electricity Network;Non Domestic;Demand;LV;Non Half Hourly;Final Demand;2.0;More than 3986kWh and less than or equal to 13677kWh;Non-Domestic Aggregated Band 2;Non-Domestic Aggregated or CT Band 2;Non-Domestic Aggregated or CT Band 2;11.716;1.442;0.184;10.08;0.0;0.0;0.0;false;02 More than 3986kWh and less than or equal to 13677kWh
2026/27;East of England Electricity Network;Non Domestic;Demand;LV;Non Half Hourly;Final Demand;4.0;More than 27543kWh;Non-Domestic Aggregated Band 4;Non-Domestic Aggregated or CT Band 4;Non-Domestic Aggregated or CT Band 4;11.716;1.442;0.184;13.03;0.0;0.0;0.0;false;04 More than 27543kWh
2025/26;East of England Electricity Network;Non Domestic;Demand;LV;Non Half Hourly;Final Demand;1.0;More than 0kWh and less than or equal to 3986kWh;Non-Domestic Aggregated Band 1;Non-Domestic Aggregated or CT Band 1;Non-Domestic Aggregated or CT Band 1;11.834;1.349;0.226;8.61;0.0;0.0;0.0;true;01 More than 0kWh and less than or equal to 3986kWh
2025/26;East of England Electricity Network;Non Domestic;Demand;LV;Half Hourly;Final Demand;1.0;More than 0kVA and less than or equal to 90kVA;LV Site Specific Band 1;LV Site Specific Band 1;LV Site Specific Band 1;8.507;0.914;0.145;22.76;7.41;7.41;0.373;true;01 More than 0kVA and less than or equal to 90kVA
2025/26;East of England Electricity Network;Non Domestic;Demand;LV Sub;Half Hourly;Final Demand;1.0;More than 0kVA and less than or equal to 90kVA;LV Sub Site Specific Band 1;LV Sub Site Specific Band 1;LV Sub Site Specific Band 1;5.536;0.538;0.077;19.2;5.66;5.66;0.221;true;01 More than 0kVA and less than or equal to 90kVA
2025/26;East of England Electricity Network;Non Domestic;Demand;LV Sub;Half Hourly;Final Demand;2.0;More than 90kVA and less than or equal to 150kVA;LV Sub Site Specific Band 2;LV Sub Site Specific Band 2;LV Sub Site Specific Band 2;5.536;0.538;0.077;21.26;5.66;5.66;0.221;true;02 More than 90kVA and less than or equal to 150kVA
2026/27;London Electricity Network;Non Domestic;Demand;HV;Half Hourly;Final Demand;1.0;More than 0kVA and less than or equal to 500kVA;HV Site Specific Band 1;HV Site Specific Band 1;HV Site Specific Band 1;0.23;0.0;0.0;0.0;9.19;9.19;0.244;false;01 More than 0kVA and less than or equal to 500kVA
2026/27;London Electricity Network;Non Domestic;Demand;LV;Non Half Hourly;Final Demand;1.0;More than 0kWh and less than or equal to 3986kWh;Non-Domestic Aggregated Band 1;Non-Domestic Aggregated or CT Band 1;Non-Domestic Aggregated or CT Band 1;9.742;0.535;0.0;0.0;0.0;0.0;0.0;false;01 More than 0kWh and less than or equal to 3986kWh
2026/27;London Electricity Network;Non Domestic;Demand;LV;Half Hourly;Final Demand;2.0;More than 90kVA and less than or equal to 150kVA;LV Site Specific Band 2;LV Site Specific Band 2;LV Site Specific Band 2;4.388;0.162;0.024;2.35;7.23;7.23;0.522;false;02 More than 90kVA and less than or equal to 150kVA
2026/27;London Electricity Network;Non Domestic;Demand;LV;Non Half Hourly;Final Demand;4.0;More than 27543kWh;Non-Domestic Aggregated Band 4;Non-Domestic Aggregated or CT Band 4;Non-Domestic Aggregated or CT Band 4;7.635;0.0;0.0;0.0;0.0;0.0;0.0;false;04 More than 27543kWh
2024/25;London Electricity Network;Non Domestic;Demand;LV Sub;Half Hourly;Final Demand;1.0;More than 0kVA and less than or equal to 90kVA;LV Sub Site Specific Band 1;LV Sub Site Specific Band 1;LV Sub Site Specific Band 1;4.384;0.376;0.019;16.54;7.64;8.64;0.308;false;01 More than 0kVA and less than or equal to 90kVA
2024/25;London Electricity Network;Non Domestic;Demand;LV Sub;Half Hourly;Final Demand;3.0;More than 150kVA and less than or equal to 250kVA;LV Sub Site Specific Band 3;LV Sub Site Specific Band 3;LV Sub Site Specific Band 3;4.384;0.376;0.019;26.44;7.64;8.64;0.308;false;03 More than 150kVA and less than or equal to 250kVA
2025/26;London Electricity Network;Non Domestic;Generation;LV;Non Half Hourly;;;;LV Generation Aggregated;LV Generation Aggregated;LV Generation Aggregated;-4.066;-0.22;-0.058;0.0;0.0;0.0;0.0;true;Unknown
2025/26;London Electricity Network;Non Domestic;Demand;LV;Non Half Hourly;Final Demand;1.0;More than 0kWh and less than or equal to 3986kWh;Non-Domestic Aggregated Band 1;Non-Domestic Aggregated or CT Band 1;Non-Domestic Aggregated or CT Band 1;5.221;0.282;0.074;5.89;0.0;0.0;0.0;true;01 More than 0kWh and less than or equal to 3986kWh
2025/26;London Electricity Network;Non Domestic;Demand;LV;Half Hourly;Final Demand;4.0;More than 250kVA;LV Site Specific Band 4;LV Site Specific Band 4;LV Site Specific Band 4;4.2;0.227;0.046;25.85;3.54;3.54;0.297;true;04 More than 250kVA
2025/26;London Electricity Network;Non Domestic;Generation;LV Sub;Half Hourly;;;;LV Sub Generation Site Specific;LV Sub Generation Site Specific;LV Generation Site Specific;-4.066;-0.22;-0.058;0.0;0.0;0.0;0.262;true;Unknown
2026/27;South Eastern England Electricity Network;Non Domestic;Demand;LV Sub;Half Hourly;Non Final Demand;;;LV Sub Site Specific No Residual;LV Sub Site Specific No Residual;LV Sub Site Specific No Residual;6.923;0.215;0.068;17.37;7.39;7.39;0.214;false;Unknown
2026/27;South Eastern England Electricity Network;Non Domestic;Demand;LV Sub;Half Hourly;Final Demand;2.0;More than 90kVA and less than or equal to 150kVA;LV Sub Site Specific Band 2;LV Sub Site Specific Band 2;LV Sub Site Specific Band 2;6.923;0.215;0.068;62.38;7.39;7.39;0.214;false;02 More than 90kVA and less than or equal to 150kVA
2024/25;South Eastern England Electricity Network;Unmetered Supplies;;;;;;;Unmetered Supplies;Unmetered Supplies;Unmetered Supplies;46.082;3.234;2.919;0.0;0.0;0.0;0.0;false;Unknown
2025/26;South Eastern England Electricity Network;Non Domestic;Generation;HV;Half Hourly;;;;HV Generation Site Specific;HV Generation Site Specific;HV Generation Site Specific;-6.824;-0.208;-0.091;11.36;0.0;0.0;0.273;true;Unknown
2025/26;South Eastern England Electricity Network;Non Domestic;Demand;LV Sub;Half Hourly;Final Demand;1.0;More than 0kVA and less than or equal to 90kVA;LV Sub Site Specific Band 1;LV Sub Site Specific Band 1;LV Sub Site Specific Band 1;7.007;0.213;0.093;20.5;8.24;8.24;0.222;true;01 More than 0kVA and less than or equal to 90kVA
2025/26;South Eastern England Electricity Network;Non Domestic;Demand;LV Sub;Half Hourly;Final Demand;3.0;More than 150kVA and less than or equal to 250kVA;LV Sub Site Specific Band 3;LV Sub Site Specific Band 3;LV Sub Site Specific Band 3;7.007;0.213;0.093;31.17;8.24;8.24;0.222;true;03 More than 150kVA and less than or equal to 250kVA
2025/26;South Eastern England Electricity Network;Non Domestic;Demand;LV;Non Half Hourly;Final Demand;2.0;More than 3986kWh and less than or equal to 13677kWh;Non-Domestic Aggregated Band 2;Non-Domestic Aggregated or CT Band 2;Non-Domestic Aggregated or CT Band 2;16.045;0.569;0.256;8.35;0.0;0.0;0.0;true;02 More than 3986kWh and less than or equal to 13677kWh
2025/26;South Eastern England Electricity Network;Non Domestic;Demand;HV;Half Hourly;Final Demand;1.0;More than 0kVA and less than or equal to 500kVA;HV Site Specific Band 1;HV Site Specific Band 1;HV Site Specific Band 1;5.995;0.172;0.074;195.43;7.41;7.41;0.187;true;01 More than 0kVA and less than or equal to 500kVA
2025/26;South Eastern England Electricity Network;Non Domestic;Demand;LV;Half Hourly;Final Demand;3.0;More than 150kVA and less than or equal to 250kVA;LV Site Specific Band 3;LV Site Specific Band 3;LV Site Specific Band 3;11.069;0.373;0.167;34.57;8.1;8.1;0.36;true;03 More than 150kVA and less than or equal to 250kVA
