Date,SP,BSUoS £/MWh,Half hourly cost £,Half hourly volume MWh
04-Apr-19,21,0.0,0,34024
04-Apr-19,22,0.17,5786,33721
04-Apr-19,23,0.23,7687,33441
04-Apr-19,24,0.72,23877,33287
04-Apr-19,25,1.22,40381,33122
04-Apr-19,26,0.74,24255,32712
04-Apr-19,27,0.59,19242,32489
04-Apr-19,28,0.4,12921,32410
04-Apr-19,29,0.38,12185,32234
04-Apr-19,30,0.16,5170,32091
04-Apr-19,31,0.01,441,32353
04-Apr-19,32,0.06,1998,33028
04-Apr-19,33,0.19,6315,33948
04-Apr-19,34,0.05,1913,34963
04-Apr-19,35,1.36,48337,35486
04-Apr-19,36,0.53,18748,35508
04-Apr-19,37,0.0,0,35642
04-Apr-19,38,0.23,8142,35971
04-Apr-19,39,0.37,13457,36614
04-Apr-19,40,0.54,20178,37216
04-Apr-19,41,0.72,26562,37049
04-Apr-19,42,0.35,12800,36156
04-Apr-19,43,0.66,22804,34635
04-Apr-19,44,0.58,19009,32979
04-Apr-19,45,0.66,20136,30481
04-Apr-19,46,0.0,0,28627
04-Apr-19,47,1.86,51481,27717
05-Apr-19,1,1.91,47939,25111
05-Apr-19,2,1.62,39023,24102
05-Apr-19,3,1.39,33672,24152
05-Apr-19,4,1.26,30918,24534
05-Apr-19,5,1.05,26271,24952
05-Apr-19,6,1.38,34724,25204
05-Apr-19,7,1.51,38262,25318
05-Apr-19,8,1.41,36170,25567
05-Apr-19,9,1.78,45778,25674
05-Apr-19,10,1.2,30921,25846
05-Apr-19,11,1.23,32610,26472
05-Apr-19,12,1.35,37938,28115
05-Apr-19,13,1.63,48617,29915
05-Apr-19,14,1.82,58171,32050
05-Apr-19,15,0.23,7845,34006
05-Apr-19,16,0.24,8306,34798
05-Apr-19,17,0.3,10269,34718
05-Apr-19,18,0.05,1858,34273
05-Apr-19,19,0.69,23467,33799
05-Apr-19,20,0.23,7675,33105
05-Apr-19,21,0.04,1429,32543
05-Apr-19,22,0.21,6637,32269
05-Apr-19,23,0.25,7949,32205
05-Apr-19,24,0.69,22215,32151
05-Apr-19,25,0.85,27031,31811
05-Apr-19,26,0.41,12912,31223
05-Apr-19,27,0.28,8589,30533
05-Apr-19,28,0.28,8357,30083
05-Apr-19,29,0.27,8186,29818
05-Apr-19,30,0.19,5698,29531
05-Apr-19,31,0.05,1619,29472
05-Apr-19,32,0.09,2638,29651
05-Apr-19,33,0.18,5568,30333
05-Apr-19,34,0.19,5944,31341
05-Apr-19,35,1.11,35606,32152
05-Apr-19,36,0.95,31144,32838
05-Apr-19,37,0.0,0,33234
05-Apr-19,38,0.45,15027,33363
05-Apr-19,39,0.46,15370,33553
05-Apr-19,40,0.55,18822,34232
05-Apr-19,41,0.7,24152,34653
05-Apr-19,42,0.34,11436,34107
05-Apr-19,43,0.67,21951,32889
05-Apr-19,44,0.55,17328,31298
05-Apr-19,45,0.56,16266,29037
05-Apr-19,46,0.0,0,27377
05-Apr-19,47,1.51,39268,26033
05-Apr-19,48,2.21,55477,25047
06-Apr-19,1,2.85,65487,22975
06-Apr-19,2,2.4,54069,22499
06-Apr-19,3,2.24,50981,22711
06-Apr-19,4,2.23,52801,23643
06-Apr-19,5,1.99,46688,23422
06-Apr-19,6,2.36,54490,23077
06-Apr-19,7,2.93,65748,22410
06-Apr-19,8,2.73,60714,22262
06-Apr-19,9,3.65,78727,21542
06-Apr-19,10,2.44,52605,21529
06-Apr-19,11,2.47,53743,21755
06-Apr-19,12,2.63,58656,22266
06-Apr-19,13,2.79,64303,23082
06-Apr-19,14,3.08,73822,23933
06-Apr-19,15,0.29,7352,25181
06-Apr-19,16,0.47,12293,26232
06-Apr-19,17,0.46,12815,27746
06-Apr-19,18,0.19,5445,28059
06-Apr-19,19,0.57,16855,29380
06-Apr-19,20,0.26,7495,29086
06-Apr-19,21,0.03,963,28533
06-Apr-19,22,0.0,0,27942
06-Apr-19,23,0.21,5645,27178
06-Apr-19,24,0.72,19251,26790
06-Apr-19,25,0.65,17334,26736
06-Apr-19,26,0.2,5248,26261
06-Apr-19,27,0.0,0,25856
06-Apr-19,28,0.19,4841,25603
06-Apr-19,29,0.2,5059,25525
06-Apr-19,30,0.12,3053,25637
06-Apr-19,31,0.0,0,25032
06-Apr-19,32,0.1,2573,25069
06-Apr-19,33,0.19,4818,25595
06-Apr-19,34,0.24,6394,26417
06-Apr-19,35,1.07,29877,27954
06-Apr-19,36,1.13,32502,28787
06-Apr-19,37,0.03,829,29679
06-Apr-19,38,0.43,12838,29619
06-Apr-19,39,0.39,11600,29779
06-Apr-19,40,0.49,14566,29898
06-Apr-19,41,0.72,22043,30633
06-Apr-19,42,0.46,13991,30486
06-Apr-19,43,0.53,15460,29277
06-Apr-19,44,0.42,11708,27997
06-Apr-19,45,0.35,9303,26470
06-Apr-19,46,0.0,0,25258
06-Apr-19,47,2.23,55035,24730
06-Apr-19,48,3.07,71579,23309
07-Apr-19,1,2.51,57176,22818
07-Apr-19,2,2.02,44635,22088
07-Apr-19,3,2.16,47502,21953
07-Apr-19,4,2.08,46128,22174
07-Apr-19,5,1.85,40445,21874
07-Apr-19,6,2.21,47584,21549
07-Apr-19,7,2.83,60395,21316
07-Apr-19,8,2.72,57503,21148
07-Apr-19,9,3.57,74855,20975
07-Apr-19,10,2.23,46661,20905
07-Apr-19,11,2.21,46427,20977
07-Apr-19,12,2.67,56386,21093
07-Apr-19,13,2.54,53632,21080
07-Apr-19,14,2.9,62206,21436
07-Apr-19,15,0.22,4852,22556
07-Apr-19,16,0.42,9802,23211
07-Apr-19,17,0.58,14017,24028
07-Apr-19,18,0.18,4325,24406
07-Apr-19,19,0.27,6967,26104
07-Apr-19,20,0.2,5231,26202
07-Apr-19,21,0.02,588,26230
07-Apr-19,22,0.0,0,26066
07-Apr-19,23,0.16,4130,25798
07-Apr-19,24,0.54,13726,25642
07-Apr-19,25,0.54,13755,25623
07-Apr-19,26,0.17,4304,25403
07-Apr-19,27,0.0,0,24835
07-Apr-19,28,0.14,3380,24361
07-Apr-19,29,0.16,3976,24157
07-Apr-19,30,0.08,1939,24251
07-Apr-19,31,0.0,0,24147
07-Apr-19,32,0.11,2696,24411
07-Apr-19,33,0.21,5168,25077
07-Apr-19,34,0.27,7102,26043
07-Apr-19,35,1.1,29827,27050
07-Apr-19,36,1.26,34909,27780
07-Apr-19,37,0.09,2471,27996
07-Apr-19,38,0.49,14574,29467
07-Apr-19,39,0.44,13203,29829
07-Apr-19,40,0.56,16904,30251
07-Apr-19,41,0.61,19080,31394
07-Apr-19,42,0.32,9934,31225
07-Apr-19,43,0.65,19686,30348
07-Apr-19,44,0.52,15026,28823
07-Apr-19,45,0.39,10753,27665
07-Apr-19,46,0.0,0,25964
08-Apr-19,1,1.0,22394,22304
08-Apr-19,2,0.58,12752,21918
08-Apr-19,3,0.65,14303,22026
08-Apr-19,4,0.86,19392,22455
08-Apr-19,5,1.24,28274,22780
08-Apr-19,6,1.81,41124,22690
08-Apr-19,7,2.02,45363,22496
08-Apr-19,8,1.97,43799,22275
08-Apr-19,9,2.83,62929,22217
08-Apr-19,10,1.78,39503,22181
08-Apr-19,11,1.71,38881,22749
08-Apr-19,12,2.02,47749,23647
08-Apr-19,13,2.0,50593,25312
08-Apr-19,14,2.25,60414,26820
08-Apr-19,15,0.09,2607,29024
08-Apr-19,16,0.2,6108,30397
08-Apr-19,17,0.22,6878,31407
08-Apr-19,18,0.0,0,31602
08-Apr-19,19,0.4,12425,31065
08-Apr-19,20,0.16,4888,30890
08-Apr-19,21,0.0,0,30712
08-Apr-19,22,0.1,2976,30305
08-Apr-19,23,0.16,4755,30061
08-Apr-19,24,0.59,17674,29849
08-Apr-19,25,0.77,22913,29625
08-Apr-19,26,0.38,11035,29370
08-Apr-19,27,0.25,7208,29131
08-Apr-19,28,0.26,7572,28913
08-Apr-19,29,0.26,7737,29464
08-Apr-19,30,0.14,4124,29780
08-Apr-19,31,0.0,114,30065
08-Apr-19,32,0.03,761,30389
08-Apr-19,33,0.13,4110,30864
08-Apr-19,34,0.09,2829,31343
08-Apr-19,35,1.02,32690,32011
08-Apr-19,36,0.71,22872,32343
08-Apr-19,37,0.0,0,32611
08-Apr-19,38,0.28,9275,32803
08-Apr-19,39,0.36,11819,33123
08-Apr-19,40,0.46,15857,34203
08-Apr-19,41,0.59,20691,34817
08-Apr-19,42,0.27,9260,33932
08-Apr-19,43,0.58,19001,32839
08-Apr-19,44,1.14,35602,31100
08-Apr-19,45,1.15,33987,29487
08-Apr-19,46,0.52,14382,27748
08-Apr-19,47,2.12,55644,26197
08-Apr-19,48,2.7,66617,24689
09-Apr-19,1,2.38,55608,23347
09-Apr-19,2,1.68,38805,23078
09-Apr-19,3,1.55,35947,23253
09-Apr-19,4,1.29,30623,23724
09-Apr-19,5,1.02,24135,23682
09-Apr-19,6,1.66,39027,23467
09-Apr-19,7,1.86,43769,23589
09-Apr-19,8,1.63,37941,23280
09-Apr-19,9,2.42,56012,23151
09-Apr-19,10,1.74,40257,23150
09-Apr-19,11,1.57,36867,23452
09-Apr-19,12,1.92,46407,24209
09-Apr-19,13,1.98,51153,25804
09-Apr-19,14,2.19,59982,27367
09-Apr-19,15,0.0,0,29371
09-Apr-19,16,0.02,586,30643
09-Apr-19,17,0.12,3717,31715
09-Apr-19,18,0.0,0,31360
09-Apr-19,19,0.37,11366,30714
09-Apr-19,20,0.07,2170,30221
09-Apr-19,21,0.0,0,30235
09-Apr-19,22,0.0,69,30246
09-Apr-19,23,0.15,4669,30149
09-Apr-19,24,0.58,17333,29908
09-Apr-19,25,1.0,30047,29962
09-Apr-19,26,0.56,16781,29716
09-Apr-19,27,0.4,11847,29616
09-Apr-19,28,0.27,7865,29162
09-Apr-19,29,0.28,8017,29113
09-Apr-19,30,0.07,2092,28930
09-Apr-19,31,0.0,0,29254
09-Apr-19,32,0.0,22,29677
09-Apr-19,33,0.16,4842,30405
09-Apr-19,34,0.08,2545,31183
09-Apr-19,35,1.09,34549,31723
09-Apr-19,36,0.58,18485,32140
09-Apr-19,37,0.0,0,32461
09-Apr-19,38,0.29,9420,32847
09-Apr-19,39,0.44,14507,33209
09-Apr-19,40,0.47,15804,33311
09-Apr-19,41,0.57,19888,35044
09-Apr-19,42,0.28,9642,34353
09-Apr-19,43,0.57,18900,33237
09-Apr-19,44,0.48,15367,31748
09-Apr-19,45,0.5,14940,30094
09-Apr-19,46,0.0,0,28262
09-Apr-19,47,1.57,41313,26390
09-Apr-19,48,2.19,54376,24861
10-Apr-19,1,1.99,44689,22490
10-Apr-19,2,2.38,51086,21504
10-Apr-19,3,2.06,44790,21726
10-Apr-19,4,2.12,47533,22382
10-Apr-19,5,1.71,38548,22596
10-Apr-19,6,1.75,39498,22618
10-Apr-19,7,2.07,47357,22839
10-Apr-19,8,1.95,44516,22805
10-Apr-19,9,2.31,51819,22436
10-Apr-19,10,1.65,36946,22440
10-Apr-19,11,2.81,63743,22708
10-Apr-19,12,1.76,41251,23474
10-Apr-19,13,1.68,42745,25389
10-Apr-19,14,1.87,50483,26981
10-Apr-19,15,0.0,0,29023
10-Apr-19,16,0.21,6284,30452
10-Apr-19,17,0.31,9825,31509
10-Apr-19,18,0.35,10986,31674
10-Apr-19,19,0.26,8138,31095
10-Apr-19,20,0.17,5275,30908
10-Apr-19,21,0.0,0,30590
10-Apr-19,22,0.68,20668,30271
10-Apr-19,23,0.59,17665,30181
10-Apr-19,24,0.78,23553,30130
10-Apr-19,25,0.85,25581,30160
10-Apr-19,26,0.33,9934,30084
10-Apr-19,27,0.4,12006,29822
10-Apr-19,28,0.06,1870,29381
10-Apr-19,29,0.0,0,29216
10-Apr-19,30,0.0,0,29128
10-Apr-19,31,0.0,0,28968
10-Apr-19,32,0.0,0,29208
10-Apr-19,33,0.0,0,29850
10-Apr-19,34,0.0,0,30985
10-Apr-19,35,0.19,6121,31667
10-Apr-19,36,0.44,14040,32134
10-Apr-19,37,0.13,4178,32339
10-Apr-19,38,0.62,20294,32647
10-Apr-19,39,0.78,25947,33174
10-Apr-19,40,0.43,14704,34385
10-Apr-19,41,0.59,20896,35447
10-Apr-19,42,0.3,10481,34550
10-Apr-19,43,0.51,17225,33494
10-Apr-19,44,0.35,11219,31915
10-Apr-19,45,1.02,30420,29951
10-Apr-19,46,0.51,14236,28167
10-Apr-19,47,1.87,49336,26315
10-Apr-19,48,2.71,68021,25065
11-Apr-19,1,1.75,41543,23794
11-Apr-19,2,2.29,53248,23266
11-Apr-19,3,1.88,43920,23336
11-Apr-19,4,2.46,58556,23845
11-Apr-19,5,2.07,50383,24370
11-Apr-19,6,1.9,46120,24327
11-Apr-19,7,1.84,44406,24169
11-Apr-19,8,2.12,50927,24053
11-Apr-19,9,1.88,45497,24149
11-Apr-19,10,1.3,31385,24165
11-Apr-19,11,2.6,64503,24777
11-Apr-19,12,1.73,44667,25887
11-Apr-19,13,2.1,58679,27914
11-Apr-19,14,2.19,64850,29564
11-Apr-19,15,0.51,16386,31863
11-Apr-19,16,0.85,27897,32891
11-Apr-19,17,1.03,34383,33469
11-Apr-19,18,1.32,43481,32910
11-Apr-19,19,0.74,23742,32163
11-Apr-19,20,0.48,15215,31526
11-Apr-19,21,0.51,15555,30688
11-Apr-19,22,0.71,21734,30486
11-Apr-19,23,0.66,19890,30067
11-Apr-19,24,0.81,24433,30064
11-Apr-19,25,0.74,22382,30270
11-Apr-19,26,0.43,12870,30088
11-Apr-19,27,0.62,18650,29917
11-Apr-19,28,0.81,24166,29860
11-Apr-19,29,0.48,14326,29726
11-Apr-19,30,0.24,7252,29621
11-Apr-19,31,0.01,357,29613
11-Apr-19,32,0.31,9370,30005
11-Apr-19,33,0.0,18,30663
11-Apr-19,34,0.38,12057,31732
11-Apr-19,35,0.37,12088,32671
11-Apr-19,36,0.83,27766,33335
11-Apr-19,37,0.65,21788,33775
11-Apr-19,38,0.99,33551,33783
11-Apr-19,39,0.91,30905,33981
11-Apr-19,40,0.79,27239,34368
11-Apr-19,41,1.48,51683,34811
11-Apr-19,42,0.9,30949,34413
11-Apr-19,43,0.68,22873,33532
11-Apr-19,44,0.38,12017,32023
11-Apr-19,45,0.97,29307,30298
11-Apr-19,46,0.5,14239,28498
11-Apr-19,47,1.51,39836,26353
11-Apr-19,48,1.59,39728,25045
12-Apr-19,1,2.23,52962,23751
12-Apr-19,2,2.11,49560,23433
12-Apr-19,3,1.8,42470,23582
12-Apr-19,4,2.77,66799,24085
12-Apr-19,5,2.16,52872,24501
12-Apr-19,6,1.97,48349,24538
12-Apr-19,7,2.07,50862,24522
12-Apr-19,8,1.71,41868,24539
12-Apr-19,9,2.13,51827,24377
12-Apr-19,10,1.31,31990,24467
12-Apr-19,11,2.77,68753,24855
12-Apr-19,12,1.88,48297,25690
12-Apr-19,13,1.99,53657,27004
12-Apr-19,14,1.98,56740,28654
12-Apr-19,15,1.11,34165,30905
12-Apr-19,16,1.72,55290,32163
12-Apr-19,17,1.13,37307,32979
12-Apr-19,18,2.13,70500,33089
12-Apr-19,19,1.32,42572,32163
12-Apr-19,20,0.81,25847,31837
12-Apr-19,21,0.75,23434,31281
12-Apr-19,22,1.01,31192,30916
12-Apr-19,23,0.93,28567,30862
12-Apr-19,24,0.92,28505,30866
12-Apr-19,25,0.65,20148,30935
12-Apr-19,26,0.37,11437,30650
12-Apr-19,27,0.54,16402,30236
12-Apr-19,28,0.52,15517,29945
12-Apr-19,29,0.44,13137,29966
12-Apr-19,30,0.21,6166,29805
12-Apr-19,31,0.06,1906,29761
12-Apr-19,32,0.27,7938,29717
12-Apr-19,33,0.08,2320,29983
12-Apr-19,34,0.25,7833,30724
12-Apr-19,35,0.22,6903,31417
12-Apr-19,36,0.93,29787,31865
12-Apr-19,37,1.2,38891,32326
12-Apr-19,38,1.81,58897,32614
12-Apr-19,39,1.59,51639,32545
12-Apr-19,40,1.72,55891,32502
12-Apr-19,41,3.04,99450,32710
12-Apr-19,42,1.36,43956,32249
12-Apr-19,43,0.61,19134,31325
12-Apr-19,44,0.67,19939,29967
12-Apr-19,45,1.24,35468,28574
12-Apr-19,46,1.52,41094,27125
12-Apr-19,47,3.79,97331,25666
12-Apr-19,48,3.86,94712,24556
13-Apr-19,1,2.9,65569,22593
13-Apr-19,2,2.99,66826,22317
13-Apr-19,3,2.19,49048,22397
13-Apr-19,4,3.48,80351,23057
13-Apr-19,5,2.98,68551,22966
13-Apr-19,6,2.69,61897,22982
13-Apr-19,7,2.38,54819,23080
13-Apr-19,8,2.45,55922,22825
13-Apr-19,9,2.48,56159,22609
13-Apr-19,10,2.17,48882,22480
13-Apr-19,11,2.38,53731,22543
13-Apr-19,12,2.74,62262,22720
13-Apr-19,13,2.77,63973,23066
13-Apr-19,14,1.78,42100,23600
13-Apr-19,15,0.0,0,24832
13-Apr-19,16,0.97,25052,25709
13-Apr-19,17,1.48,39385,26690
13-Apr-19,18,2.08,56429,27098
13-Apr-19,19,1.02,27199,26699
13-Apr-19,20,0.82,21537,26416
13-Apr-19,21,0.92,23794,25777
13-Apr-19,22,0.78,19712,25240
13-Apr-19,23,1.08,27263,25135
13-Apr-19,24,0.99,24755,25072
13-Apr-19,25,0.98,24258,24656
13-Apr-19,26,0.87,21277,24502
13-Apr-19,27,0.77,18520,24018
13-Apr-19,28,1.02,23992,23596
13-Apr-19,29,0.61,14431,23515
13-Apr-19,30,0.28,6512,23500
13-Apr-19,31,0.17,3914,23692
13-Apr-19,32,0.35,8431,24028
13-Apr-19,33,0.54,13226,24634
13-Apr-19,34,0.57,14636,25728
13-Apr-19,35,0.38,10279,26839
13-Apr-19,36,1.52,42428,27855
13-Apr-19,37,1.49,42996,28784
13-Apr-19,38,1.82,53336,29286
13-Apr-19,39,1.83,54148,29545
13-Apr-19,40,1.49,44205,29712
13-Apr-19,41,1.4,42357,30159
13-Apr-19,42,1.06,31972,30151
13-Apr-19,43,1.11,32573,29354
13-Apr-19,44,0.71,20226,28345
13-Apr-19,45,1.42,38761,27265
13-Apr-19,46,2.29,59598,25995
13-Apr-19,47,2.95,72925,24724
13-Apr-19,48,3.54,83305,23543
14-Apr-19,1,2.53,55456,21883
14-Apr-19,2,2.26,49246,21823
14-Apr-19,3,2.14,47132,21977
14-Apr-19,4,3.43,76306,22217
14-Apr-19,5,3.04,67891,22333
14-Apr-19,6,2.77,61651,22264
14-Apr-19,7,2.76,61759,22411
14-Apr-19,8,2.4,53569,22284
14-Apr-19,9,2.71,59941,22127
14-Apr-19,10,2.59,56790,21937
14-Apr-19,11,1.67,36698,21935
14-Apr-19,12,2.15,47637,22155
14-Apr-19,13,2.72,60291,22156
14-Apr-19,14,2.23,50033,22419
14-Apr-19,15,0.0,0,23348
14-Apr-19,16,0.38,9214,24041
14-Apr-19,17,0.94,23209,24779
14-Apr-19,18,0.63,15867,25231
14-Apr-19,19,0.81,20524,25464
14-Apr-19,20,0.62,15868,25449
14-Apr-19,21,0.77,19549,25348
14-Apr-19,22,0.27,6924,25210
14-Apr-19,23,0.93,23680,25436
14-Apr-19,24,0.92,23417,25457
14-Apr-19,25,1.27,32433,25637
14-Apr-19,26,1.13,28610,25388
14-Apr-19,27,0.95,23785,25136
14-Apr-19,28,1.06,26105,24668
14-Apr-19,29,0.67,16563,24785
14-Apr-19,30,0.17,4209,25013
14-Apr-19,31,0.0,0,25390
14-Apr-19,32,0.64,16580,25909
14-Apr-19,33,0.43,11461,26639
14-Apr-19,34,0.55,15232,27604
14-Apr-19,35,0.0,0,28513
14-Apr-19,36,1.05,30590,29066
14-Apr-19,37,0.73,21502,29364
14-Apr-19,38,1.14,33912,29734
14-Apr-19,39,1.2,36219,30094
14-Apr-19,40,1.03,30852,30073
14-Apr-19,41,1.2,36628,30565
14-Apr-19,42,1.23,37298,30315
14-Apr-19,43,0.93,27349,29492
14-Apr-19,44,0.68,19233,28108
14-Apr-19,45,0.4,10863,26878
14-Apr-19,46,0.31,7836,25325
14-Apr-19,47,3.0,71417,23792
14-Apr-19,48,2.74,62192,22666
15-Apr-19,1,9.73,213434,21930
15-Apr-19,2,20.11,432105,21489
15-Apr-19,3,8.14,174020,21375
15-Apr-19,4,17.44,382072,21903
15-Apr-19,5,13.93,308153,22116
15-Apr-19,6,13.84,305930,22103
15-Apr-19,7,19.12,420360,21985
15-Apr-19,8,8.02,175841,21922
15-Apr-19,9,8.46,185676,21947
15-Apr-19,10,8.44,185803,22013
15-Apr-19,11,12.51,281851,22526
15-Apr-19,12,8.44,199817,23664
15-Apr-19,13,3.92,100311,25573
15-Apr-19,14,3.09,84467,27347
15-Apr-19,15,0.0,0,29380
15-Apr-19,16,0.33,10253,30770
15-Apr-19,17,1.07,34358,32180
15-Apr-19,18,0.42,13420,32041
15-Apr-19,19,1.22,39090,31921
15-Apr-19,20,0.83,25923,31299
15-Apr-19,21,0.78,23943,30773
15-Apr-19,22,0.79,24229,30554
15-Apr-19,23,1.08,32973,30504
15-Apr-19,24,1.13,34442,30475
15-Apr-19,25,1.7,51918,30544
15-Apr-19,26,1.49,45374,30445
15-Apr-19,27,1.3,39232,30241
15-Apr-19,28,1.15,34449,29961
15-Apr-19,29,0.87,25995,29912
